Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_mother christmas gifts b,p,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,12,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_gifts for mom christmas b,p,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,238,322,-0.2609,1,3,-0.6667,0.0042,0.0093,-0.5484,0.71,4.5,-0.8422,0.71,1.5,-0.5267,0,1,-1,0,14.98,-1,0,1,-1,0,0.3333,-1,--,0.3004,--,0,3.33,-1,0,4.5,-1,0,14.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_christmas gifts for moms b,p,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,28,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_mom b,p,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,451,--,--,4,--,--,0.0089,--,--,5.8,--,--,1.45,--,--,1,--,--,14.98,--,--,1,--,--,0.25,--,--,0.3872,--,--,2.58,--,--,5.8,--,--,14.98,--,--,0,--,--,1,--,--,--,--,--,1,--,--,--,--,--
sponsoredProducts,B07Y7ZQ265_12oz_Mamasaurus rose_mom christmas gifts ex 1,Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,67,543,-0.8766,1,5,-0.8,0.0149,0.0092,0.6196,1.8,10.8,-0.8333,1.8,2.16,-0.1667,0,2,-1,0,29.96,-1,0,2,-1,0,0.4,-1,--,0.3605,--,0,2.77,-1,0,5.4,-1,0,29.96,-1,0,0,0,0,2,-1,--,--,--,0,2,-1,--,--,--
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_mom gifts b,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,9,0,9,0,0,0,0,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B07Y7ZQ265_12oz_Mamasaurus rose_gifts for mom b,p,ex",Paused,US,NewEleven,B07Y7ZQ265_TUMBLER 12_MAMASAURUS ROSE GOLD_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2443,2130,0.1469,9,10,-0.1,0.0037,0.0047,-0.2128,13.84,14.24,-0.0281,1.54,1.42,0.0845,0,4,-1,0,59.92,-1,0,4,-1,0,0.4,-1,--,0.2377,--,0,4.21,-1,0,3.56,-1,0,59.92,-1,0,0,0,0,4,-1,--,--,--,0,4,-1,--,--,--
sponsoredProducts,"B0C9C5VX7S_CF_Cool sister club_sister gifts for christmas b,p",Paused,US,NewEleven,B0C9C5VX7S_COFFEE GLASS_COOL SISTER CLUB_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,76,143,-0.4685,1,1,0,0.0132,0.007,0.8857,1.6,1.6,0,1.6,1.6,0,1,0,1,20.98,0,20.98,1,0,1,1,0,100,0.0763,--,--,13.11,0,13.11,1.6,0,1.6,20.98,0,20.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0DJYD117Z_Orna_Happy 60th birthday ceramic_60 b,p",Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,90,9,9,1,0,1,0.0111,0,1.11,1.5,0,1.5,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,B0DJYD117Z_Orna_Happy 60th birthday ceramic_auto 17h,Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,auto,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,52,57,-0.0877,2,3,-0.3333,0.0385,0.0526,-0.2681,1.94,3.5,-0.4457,0.97,1.17,-0.1709,1,1,0,9.99,9.99,0,1,1,0,0.5,0.3333,0.5002,0.1942,0.3504,-0.4458,5.15,2.85,0.807,1.94,3.5,-0.4457,9.99,9.99,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0DJYD117Z_Orna_Happy 60th birthday ceramic_60th birthday ideas b,p",Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,9,7,0.2857,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJYD117Z_Orna_Happy 60th birthday ceramic_60 birthday b,p",Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,38,24,0.5833,1,0,1,0.0263,0,2.63,1.5,0,1.5,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJYD117Z_Orna_Happy 60th birthday ceramic_60th birthday decorations b,p",Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,82,37,1.2162,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DJYD117Z_Orna_Happy 60th birthday ceramic_60th birthday gifts for women b,p",Paused,US,NewEleven,x B0DJYD117Z_ORNAMENT_HAPPY 60TH BIRTHDAY CERAMIC,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,107,59,0.8136,0,1,-1,0,0.0169,-1,0,1.11,-1,--,1.11,--,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_40th birthday decorations b,p 2",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,86,100,-0.14,1,0,1,0.0116,0,1.16,1.5,0,1.5,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_40 b,p",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,63,10,5.3,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_40th birthday gifts for women b,p",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,57,100,-0.43,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_40th birthday gifts women b,p 2",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,45,41,0.0976,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_40th birthday decorations for women b,p 2",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,20,20,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DK11YM64_Orna_Happy 40th birthday ceramic_1984 b,p",Paused,US,NewEleven,x B0DK11YM64_ORNAMENT_HAPPY 40TH BIRTHDAY CERAMIC,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,66,78,-0.1538,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,B0CKYL86S1_Beer mug_Awesome reminder_all key,Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,553,222,1.491,4,4,0,0.0072,0.018,-0.6,4.8,4.8,0,1.2,1.2,0,1,0,1,15.98,0,15.98,1,0,1,0.25,0,25,0.3004,--,--,3.33,0,3.33,4.8,0,4.8,15.98,0,15.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B09XDFF8FF_20oz_You are dead to us black_coworkers farewell gift b,p",Paused,US,NewEleven,B09XDFF8FF_TUMBLER 20_YOU ARE DEAD TO US BLACK_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,56,363,-0.8457,7,6,0.1667,0.125,0.0165,6.5758,10,10.3,-0.0291,1.43,1.72,-0.1686,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B09XDFF8FF_20oz_You are dead to us black_farewell gifts for coworkers b,p 3",Paused,US,NewEleven,B09XDFF8FF_TUMBLER 20_YOU ARE DEAD TO US BLACK_NGAN,manual,$15.00,$0.00,Dynamic bids and down,NOT_SET,--,,470,950,-0.5053,11,11,0,0.0234,0.0116,1.0172,12.62,12.88,-0.0202,1.15,1.17,-0.0171,1,2,-0.5,21.98,41.96,-0.4762,1,2,-0.5,0.0909,0.1818,-0.5,0.5742,0.307,0.8704,1.74,3.26,-0.4663,12.62,6.44,0.9596,21.98,21.98,0,0,19.98,-1,1,1,0,--,1,--,1,1,0,--,1,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_gifts for old men b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,65,67,-0.0299,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_cool gifts for elderly men b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,174,87,1,1,1,0,0.0057,0.0115,-0.5043,2.25,1.07,1.1028,2.25,1.07,1.1028,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_funny old man gifts b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,37,82,-0.5488,1,3,-0.6667,0.027,0.0366,-0.2623,1.8,6,-0.7,1.8,2,-0.1,1,0,1,15.98,0,15.98,1,0,1,1,0,100,0.1126,--,--,8.88,0,8.88,1.8,0,1.8,15.98,0,15.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_gifts for men in their 60s b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,134,63,1.127,1,0,1,0.0075,0,0.75,1.99,0,1.99,1.99,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_guy gifts for men b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,244,334,-0.2695,0,2,-1,0,0.006,-1,0,4.2,-1,--,2.1,--,0,1,-1,0,15.98,-1,0,1,-1,--,0.5,--,--,0.2628,--,--,3.8,--,0,4.2,-1,0,15.98,-1,0,0,0,0,1,-1,--,--,--,0,1,-1,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_old lives matter b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,114,97,0.1753,2,0,2,0.0175,0,1.75,4.5,0,4.5,2.25,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CKYM1F5V_Beer mug_Old lives matter_gag gifts for men b,p B0CKYM1MK5",Paused,US,NewEleven,B0CKYL86S1_BEER GLASS_YOU ARE AWESOME_NGAN,manual,$2.00,$0.00,Dynamic bids and down,NOT_SET,--,,325,559,-0.4186,3,3,0,0.0092,0.0054,0.7037,5,4.5,0.1111,1.67,1.5,0.1133,1,0,1,15.98,0,15.98,1,0,1,0.3333,0,33.33,0.3129,--,--,3.2,0,3.2,5,0,5,0,0,0,15.98,0,15.98,0,0,0,1,--,--,0,0,0,1,--,--
sponsoredProducts,"B0CRVTN11L_CF_Boy mom era_pregnancy must haves b,p",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,907,1169,-0.2241,18,18,0,0.0198,0.0154,0.2857,24.3,24.3,0,1.35,1.35,0,11,8,0.375,221.78,161.84,0.3704,11,8,0.375,0.6111,0.4444,0.3751,0.1096,0.1501,-0.2698,9.13,6.66,0.3709,2.21,3.04,-0.273,201.8,161.84,0.2469,19.98,0,19.98,10,8,0.25,1,--,--,10,8,0.25,1,--,--
sponsoredProducts,"B0DK12WRBS_Orna_1st christmas retired ceramic_retirement gift for woman b,p 1",Paused,US,NewEleven,x B0DK12WRBS_ORNAMENT_1ST CHRISTMAS RETIRED CERAMIC_Linh,manual,$20.00,$0.00,Dynamic bids and down,NOT_SET,--,,1643,1241,0.3239,12,8,0.5,0.0073,0.0064,0.1406,27.2,15.42,0.7639,2.27,1.93,0.1762,6,3,1,101.94,50.97,1,6,3,1,0.5,0.375,0.3333,0.2668,0.3025,-0.118,3.75,3.31,0.1329,4.53,5.14,-0.1187,84.95,50.97,0.6667,16.99,0,16.99,5,3,0.6667,1,--,--,5,3,0.6667,1,--,--
sponsoredProducts,"B0BYDDFNBD_CF_just one more chapter_book lovers gifts b,p 2",Paused,US,NewEleven,B0BYDDFNBD_COFFEE GLASS_JUST ONE MORE CHAPTER_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,135,347,-0.611,3,0,3,0.0222,0,2.22,5,0,5,1.67,--,--,1,0,1,19.98,0,19.98,1,0,1,0.3333,--,--,0.2503,--,--,4,--,--,5,0,5,19.98,0,19.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0DK12WRBS_Orna_1st christmas retired ceramic_retirement party decorations b,p",Paused,US,NewEleven,x B0DK12WRBS_ORNAMENT_1ST CHRISTMAS RETIRED CERAMIC_Linh,manual,$30.00,$0.00,Dynamic bids and down,NOT_SET,--,,395,555,-0.2883,3,6,-0.5,0.0076,0.0108,-0.2963,4.5,9,-0.5,1.5,1.5,0,2,2,0,33.98,33.98,0,2,2,0,0.6667,0.3333,1.0003,0.1324,0.2649,-0.5002,7.55,3.78,0.9974,2.25,4.5,-0.5,33.98,33.98,0,0,0,0,2,2,0,--,--,--,2,2,0,--,--,--
sponsoredProducts,"B0CRVTN11L_CF_Boy mom era_mom b,p 1",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,572,1989,-0.7124,5,12,-0.5833,0.0087,0.006,0.45,6.8,16.4,-0.5854,1.36,1.37,-0.0073,1,1,0,19.98,19.98,0,1,1,0,0.2,0.0833,1.401,0.3403,0.8208,-0.5854,2.94,1.22,1.4098,6.8,16.4,-0.5854,19.98,19.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0CRVTN11L_CF_Boy mom era_mom gifts b,p",Paused,US,NewEleven,B0CRVTN11L_COFFEE GLASS_IN MY BOY MOM ERA_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,906,1308,-0.3073,6,18,-0.6667,0.0066,0.0138,-0.5217,10.8,27.83,-0.6119,1.8,1.55,0.1613,2,3,-0.3333,39.96,59.94,-0.3333,2,3,-0.3333,0.3333,0.1667,0.9994,0.2703,0.4643,-0.4178,3.7,2.15,0.7209,5.4,9.28,-0.4181,39.96,39.96,0,0,19.98,-1,2,2,0,--,1,--,2,2,0,--,1,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_new parents b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,762,342,1.2281,12,4,2,0.0157,0.0117,0.3419,13.3,4.2,2.1667,1.11,1.05,0.0571,2,2,0,41.96,41.96,0,2,2,0,0.1667,0.5,-0.6666,0.317,0.1001,2.1668,3.15,9.99,-0.6847,6.65,2.1,2.1667,41.96,41.96,0,0,0,0,2,2,0,--,--,--,2,2,0,--,--,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_pregnant b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,904,166,4.4458,22,2,10,0.0243,0.012,1.025,38.5,1.8,20.3889,1.75,0.9,0.9444,6,1,5,125.88,20.98,5,6,1,5,0.2727,0.5,-0.4546,0.3058,0.0858,2.5641,3.27,11.66,-0.7196,6.42,1.8,2.5667,125.88,20.98,5,0,0,0,6,1,5,--,--,--,6,1,5,--,--,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_gifts for pregnant women b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,676,655,0.0321,7,17,-0.5882,0.0104,0.026,-0.6,7.7,18.9,-0.5926,1.1,1.11,-0.009,4,7,-0.4286,83.92,146.86,-0.4286,4,7,-0.4286,0.5714,0.4118,0.3876,0.0918,0.1287,-0.2867,10.9,7.77,0.4028,1.93,2.7,-0.2852,83.92,146.86,-0.4286,0,0,0,4,7,-0.4286,--,--,--,4,7,-0.4286,--,--,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_gifts for new mom b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,371,444,-0.1644,5,7,-0.2857,0.0135,0.0158,-0.1456,7.2,11.46,-0.3717,1.44,1.64,-0.122,0,2,-1,0,63.44,-1,0,3,-1,0,0.2857,-1,--,0.1806,--,0,5.54,-1,0,5.73,-1,0,63.44,-1,0,0,0,0,2,-1,--,--,--,0,3,-1,--,--,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_gender reveal decorations b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,24,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0D72Z4996_Orna_Baby see you in 2025_new mom gifts b,p",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1199,497,1.4125,9,6,0.5,0.0075,0.0121,-0.3802,15,9.4,0.5957,1.67,1.57,0.0637,3,1,2,63.44,20.98,2.0238,3,1,2,0.3333,0.1667,0.9994,0.2364,0.448,-0.4723,4.23,2.23,0.8969,5,9.4,-0.4681,63.44,20.98,2.0238,0,0,0,3,1,2,--,--,--,3,1,2,--,--,--
sponsoredProducts,B0DK16SMD9_Orna_The year we got engaged glass_auto 12h,Paused,US,NewEleven,B0DK16SMD9_ORNAMENT_THE YEAR WE GOT ENGAGED GLASS_Linh,auto,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,11061,12655,-0.126,30,34,-0.1176,0.0027,0.0027,0,38.07,42.96,-0.1138,1.27,1.26,0.0079,11,10,0.1,193.88,169.9,0.1411,12,10,0.2,0.3667,0.2941,0.2469,0.1964,0.2529,-0.2234,5.09,3.95,0.2886,3.46,4.3,-0.1953,186.89,169.9,0.1,6.99,0,6.99,10,10,0,1,--,--,11,10,0.1,1,--,--
sponsoredProducts,"B0DK16SMD9_Orna_The year we got engaged glass_engagement gifts b,p",Paused,US,NewEleven,B0DK16SMD9_ORNAMENT_THE YEAR WE GOT ENGAGED GLASS_Linh,manual,$3.00,$0.00,Dynamic bids and down,NOT_SET,--,,2267,5007,-0.5472,18,25,-0.28,0.0079,0.005,0.58,27.47,41.57,-0.3392,1.53,1.66,-0.0783,3,6,-0.5,50.97,101.94,-0.5,3,6,-0.5,0.1667,0.24,-0.3054,0.5389,0.4078,0.3215,1.86,2.45,-0.2408,9.16,6.93,0.3218,50.97,101.94,-0.5,0,0,0,3,6,-0.5,--,--,--,3,6,-0.5,--,--,--
sponsoredProducts,"B0DK16SMD9_Orna_The year we got engaged glass_engaged ornament 2024 b,p 2",Paused,US,NewEleven,B0DK16SMD9_ORNAMENT_THE YEAR WE GOT ENGAGED GLASS_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,691,1013,-0.3179,28,14,1,0.0405,0.0138,1.9348,44.11,24.69,0.7866,1.58,1.76,-0.1023,7,4,0.75,118.93,67.96,0.75,7,4,0.75,0.25,0.2857,-0.125,0.3709,0.3633,0.0209,2.7,2.75,-0.0182,6.3,6.17,0.0211,118.93,67.96,0.75,0,0,0,7,4,0.75,--,--,--,7,4,0.75,--,--,--
sponsoredProducts,"B0DK16SMD9_Orna_The year we got engaged glass_engagement ornament 2024 b,p 2",Paused,US,NewEleven,B0DK16SMD9_ORNAMENT_THE YEAR WE GOT ENGAGED GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,203,508,-0.6004,3,8,-0.625,0.0148,0.0157,-0.0573,4.74,11.83,-0.5993,1.58,1.48,0.0676,0,2,-1,0,33.98,-1,0,2,-1,0,0.25,-1,--,0.3481,--,0,2.87,-1,0,5.92,-1,0,33.98,-1,0,0,0,0,2,-1,--,--,--,0,2,-1,--,--,--
sponsoredProducts,"B0DK16SMD9_Orna_The year we got engaged glass_couple gifts b,p",Paused,US,NewEleven,B0DK16SMD9_ORNAMENT_THE YEAR WE GOT ENGAGED GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,2452,1595,0.5373,17,6,1.8333,0.0069,0.0038,0.8158,31.2,10.8,1.8889,1.84,1.8,0.0222,5,0,5,74.95,0,74.95,5,0,5,0.2941,0,29.41,0.4163,--,--,2.4,0,2.4,6.24,0,6.24,67.96,0,67.96,6.99,0,6.99,4,0,4,1,--,--,4,0,4,1,--,--
