(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FFGT9TWF,B0F8VPS7QN,"NewEleven Best Friend Birthday Gifts For Women - Best Friend Gift For Her, Him - Bestie Gift, Christian Present From Friends - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",FY-G9UN-GE5E,36,2,0.63%,4.44%,41,2,0.56%,3.39%,100.00%,100.00%,2,0,5.56%,0.00%,$35.96,$0.00,2,0
B0FFH2DPYK,B089QFK8NV,"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler",6O-P3K0-CFHN,9,0,0.16%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$14.99,$0.00,1,0
B0D83GTKZK,B08R8SW1NM,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",IW-9AEL-FYY3,6,0,0.11%,0.00%,6,0,0.08%,0.00%,83.33%,0.00%,1,0,16.67%,0.00%,$14.99,$0.00,1,0
B0F9W75LLW,B0978WGWY4,"NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler",BJ-VG4K-QQW3,25,0,0.44%,0.00%,26,0,0.35%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,$16.98,$0.00,1,0
B0F9W75LLW,B097B9H21P,"NewEleven Gifts For Mom From Daughter, Son, Kids - Unique Birthday Gift For Mom Wife, New Mother, Bonus Mama, Pregnant Mama - Funny Gifts Ideas For Mum - 20 Oz Tumbler",YP-SEHP-8NOP,216,0,3.79%,0.00%,277,0,3.77%,0.00%,4.80%,0.00%,1,0,0.46%,0.00%,$16.98,$0.00,1,0
B0D6V486CJ,B09ZYBDMZ1,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler",Y3-JOZK-KF6U,27,0,0.47%,0.00%,27,0,0.37%,0.00%,100.00%,0.00%,1,0,3.70%,0.00%,$19.98,$0.00,1,0
B0DKP1FXBW,B0B2WGL9ZW,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler",DI-F7I2-E7AK,14,1,0.25%,2.22%,15,1,0.20%,1.69%,100.00%,100.00%,1,0,7.14%,0.00%,$22.98,$0.00,1,0
B0D6W5PCC1,B0BHWDNYVL,"NewEleven Gifts For Mom - Present For Mom From Daughter, Son, Kids - Unique Birthday Gifts For Mother, New Mom, Mommy, Pregnancy - 16 Oz Coffee Glass",CW-5CAB-L7CZ,12,1,0.21%,2.22%,15,4,0.20%,6.78%,100.00%,0.00%,1,0,8.33%,0.00%,$11.98,$0.00,1,0
B0FG7PKPXP,B0BYDBW7PH,"NewEleven Gifts For Nurse - Nurse Gifts For Women - Caregiver Appreciation Gift, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",IP-TZ2U-AFMB,7,0,0.12%,0.00%,7,0,0.10%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$9.99,$0.00,1,0
B0F9W75LLW,B0CDLQFJK6,"NewEleven Gifts For Men, Dad, Husband, Friend - Birthday Gift For Women, Men - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker – 20 Oz Tumbler",EH-49BE-XWTF,9,0,0.16%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$16.98,$0.00,1,0
B0FD9QBGZH,B0CDLQGPKC,"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",38-P9JP-4W92,26,0,0.46%,0.00%,29,0,0.39%,0.00%,96.30%,0.00%,1,0,3.85%,0.00%,$15.98,$0.00,1,0
B0F9W75LLW,B0CG8NHNWF,"NewEleven Gifts For Mom, Wife - Gifts For Mom From Daughter, Son, Kids - Unique Birthday Present Ideas For Mother, Wife, New Mama From Daughter, Son, Husband - 20 Oz Tumbler",2F-5232-03M8,224,0,3.93%,0.00%,302,0,4.11%,0.00%,10.07%,0.00%,1,0,0.45%,0.00%,$19.98,$0.00,1,0
B0FD9TKCYT,B0CHJ3W9SQ,"NewEleven Gifts For Coworker Friends – Work Bestie Gifts For Women Friendship - Unique Present Ideas For Coworker Leaving, Going Away, Goodbye, Farewell Party – 20 Oz Tumbler",LA-XF5O-M492,15,0,0.26%,0.00%,20,0,0.27%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$19.98,$0.00,1,0
B0F8QTMBRV,B0CKYM9HQW,"NewEleven 30th Birthday Gifts For Her Women - 1994 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Woman, Friends, Sister - 16 Oz Coffee Glass",IC-RCY9-PJCV,14,0,0.25%,0.00%,14,0,0.19%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$12.99,$0.00,1,0
B0FFH2DPYK,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,7,0,0.12%,0.00%,11,0,0.15%,0.00%,77.78%,0.00%,1,0,14.29%,0.00%,$15.99,$0.00,1,0
B0F9W75LLW,B0CRDFWF44,"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler",A5-0R5N-261B,19,0,0.33%,0.00%,21,0,0.29%,0.00%,100.00%,0.00%,1,0,5.26%,0.00%,$19.98,$0.00,1,0
B0F9W75LLW,B0CXXG46HR,"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Father, Husband - Gifts For Father, New Dad, Bonus Papa, Husband, Uncle From Daughter, Son Mug with Lid - 14 Oz Tumbler",TF-FGX1-1AVQ,18,0,0.32%,0.00%,22,0,0.30%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$22.98,$0.00,1,0
B0F8QTMBRV,B0CYPWBV21,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass",SB-QEC6-U9NU,11,0,0.19%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$16.99,$0.00,1,0
B0DPKY9KZ1,B0CYSGX6DF,"NewEleven Birthday Gifts for Women, Funny Present for Best Friend Women - My Last Nerve Candle - Unique Birthday Gifts for Woman, Her, Mom, BFF, Sister - 10 Oz Candle",U2-T22R-L5YH,2,0,0.04%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$9.99,$0.00,1,0
B0D1GHNG9D,B0D1GHNG9D,"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass",DQ-DU5J-C7CQ,2,0,0.04%,0.00%,3,0,0.04%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$12.99,$0.00,1,0
B0DKDWHJ2P,B0D1K731RT,"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass",9U-YWFQ-3O7Z,40,0,0.70%,0.00%,43,0,0.59%,0.00%,100.00%,0.00%,1,0,2.50%,0.00%,$15.98,$0.00,1,0
B0DJSXDDTF,B0D82XJDLM,"NewEleven Pet Memorial Gifts for Dogs, Cat Loss Gift - Dog Remembrance, Loss of Pet Sympathy Gifts, Pet Passing Away Gift, Rainbow Bridge Dog Remembrance Presents - Memorial Candle",U6-ZP01-FHVD,3,0,0.05%,0.00%,3,0,0.04%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$15.98,$0.00,1,0
B0DJSXDDTF,B0D831XY4Y,"NewEleven Retirement Candle - Funny Retirement Gift for Woman - Retired Gift Idea for Mom, Nurse, Teacher, Coworker & Friends - Scented Candle",8G-IBWS-BHP3,8,0,0.14%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$15.98,$0.00,1,0
B0F4CLW9JM,B0DK16SMD9,"NewEleven Engagement Gifts for Couples 2024 - First Christmas Engaged Gifts for Her - Engagement Gift for Newly Engaged Couples, Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments",Q6-R02W-6Y1G,4,0,0.07%,0.00%,5,0,0.07%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$7.99,$0.00,1,0
B0F3D315RZ,B0DK2YP1FB,"NewEleven Gifts for Women, Friendship, Friends, Birthday Gift for Friends Female BFF Old Best Friends, Best Friend Ornament, Bestie Ornament",JR-LLGY-N975,2,0,0.04%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$7.99,$0.00,1,0
B0F4CLW9JM,B0DLV7X769,"NewEleven for Aunt from Niece, Nephew for Auntie, Sister - Auntie Announcement, Promoted to Aunt, Best Aunts Ever Gift - Christmas Tree Decoration Ceramic Ornament",DH-DI42-NMFV,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$6.99,$0.00,1,0
B0F4CLW9JM,B0DPM5JXP7,"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Gift Ideas Decor - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Presents 2025 - Glass Ornament",BK-7AQP-YXO7,17,0,0.30%,0.00%,21,0,0.29%,0.00%,100.00%,0.00%,1,0,5.88%,0.00%,$11.99,$0.00,1,0
B0DQ42YY8T,B0DQ42YY8T,"NewEleven Gifts for Women, Gift for Her, Mom, Friends, A Year of Promises of God Bible Scripture Memory Verse Cards Set of 52 - Christian, Religious, Inspirational Gifts for Women",GQ-R013-PDDU,3,0,0.05%,0.00%,8,0,0.11%,0.00%,100.00%,0.00%,1,0,33.33%,0.00%,$9.98,$0.00,1,0
B0FD9TKCYT,B0DWN2GX75,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler",P3-U5Q5-Y2JP,14,0,0.25%,0.00%,22,0,0.30%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$12.98,$0.00,1,0
B0FG7PKPXP,B0DWN3SH33,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurse - Gifts For Nurses From Friend, Family And Coworker - 16 Oz Coffee Glass",C0-X5FU-OU85,9,0,0.16%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$7.59,$0.00,1,0
B0F9WD297S,B0F59YJV71,"NewEleven Dad Birthday Card - Gifts For Dad From Daughter, Son, Kid - Father's Day Gift Idea For Dads, Bonus Dads - Humorous Greeting Card",50-79MF-SYWH,8,0,0.14%,0.00%,13,0,0.18%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$7.99,$0.00,1,0
B0F9WD297S,B0F59YVGWG,"NewEleven Funny Dad Birthday Gift from Daughter, Son, Kids – Humorous Card for Daddy, Bonus Dad, Father-in-Law – Great for Father’s Day, Birthday, Just Because – Sentimental Greeting Card",8P-L50D-6IVR,4,0,0.07%,0.00%,5,0,0.07%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$7.99,$0.00,1,0
B0F9WD297S,B0F7LJYVN5,"NewEleven Father's Day Gifts, Dog Dad Gifts For Men, Unique Dads Gift For Father's Day, Cute Fathers Day Card From Dog, Puppy For Men Husband - Greeting Card",PU-6IQ0-1725,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$7.99,$0.00,1,0
B0FFGT9TWF,B0F7WVKZ6F,"NewEleven Gift For Grandpa - Meaningful Grandpa Gifts From Granddaughter, Grandson - Grandpa Birthday Gifts For Grandfather, New Granddad, PaPa - Bible Jar",8O-S5PG-85KF,11,0,0.19%,0.00%,13,0,0.18%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$16.98,$0.00,1,0
B0FFGT9TWF,B0F7WYS1R1,"NewEleven Uncle Birthday Gifts - Gift For Uncle, Funcle - Meaningful Present, Birthday Gift For Uncles From Newphew, Niece, Kids - Bible Jar",YA-B9EW-YOZ9,15,0,0.26%,0.00%,19,0,0.26%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$18.98,$0.00,1,0
B0FFGT9TWF,B0F7XCP31P,"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar",JB-RJTD-OQ2R,32,0,0.56%,0.00%,40,0,0.54%,0.00%,100.00%,0.00%,1,0,3.13%,0.00%,$18.98,$0.00,1,0
