(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0F9W75LLW,B097B9H21P,"NewEleven Gifts For Mom From Daughter, Son, Kids - Unique Birthday Gift For Mom Wife, New Mother, Bonus Mama, Pregnant Mama - Funny Gifts Ideas For Mum - 20 Oz Tumbler",YP-SEHP-8NOP,14,0,0.24%,0.00%,16,0,0.21%,0.00%,46.67%,0.00%,2,0,14.29%,0.00%,$33.96,$0.00,2,0
B0D6V486CJ,B09ZYBDMZ1,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler",Y3-JOZK-KF6U,44,1,0.75%,1.11%,59,1,0.78%,0.90%,100.00%,100.00%,2,0,4.55%,0.00%,$39.96,$0.00,2,0
B0DKP1FXBW,B0B2WGL9ZW,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler",DI-F7I2-E7AK,22,0,0.38%,0.00%,28,0,0.37%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,$45.96,$0.00,2,0
B0F8VCZ61V,B0BDLH8KX3,"NewEleven Gifts For Wife, Her - Wife Gifts From Husband - Gift For Her - Gift Ideas For Women, Bride To Be, Fiancee, Wifey - 16 Oz Coffee Glass",47-ZC5Z-3DOW,6,0,0.10%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,$35.97,$0.00,2,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,23,1,0.39%,1.11%,27,1,0.36%,0.90%,92.31%,100.00%,2,0,8.70%,0.00%,$19.98,$0.00,2,0
B0FG7PKPXP,B0BYDBW7PH,"NewEleven Gifts For Nurse - Nurse Gifts For Women - Caregiver Appreciation Gift, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",IP-TZ2U-AFMB,8,0,0.14%,0.00%,8,0,0.11%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$19.98,$0.00,2,0
B0D6YH6BCN,B0BYDDFNBD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",BC-HKBD-KBAM,29,0,0.50%,0.00%,36,0,0.48%,0.00%,97.06%,0.00%,2,0,6.90%,0.00%,$29.96,$0.00,2,0
B0FD9TKCYT,B0CHJ3W9SQ,"NewEleven Gifts For Coworker Friends – Work Bestie Gifts For Women Friendship - Unique Present Ideas For Coworker Leaving, Going Away, Goodbye, Farewell Party – 20 Oz Tumbler",LA-XF5O-M492,29,1,0.50%,1.11%,37,1,0.49%,0.90%,100.00%,100.00%,2,0,6.90%,0.00%,$39.96,$0.00,2,0
B0DVYKZQJ5,B0CJ2CKDR8,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass",SE-AHQ6-UUXA,20,0,0.34%,0.00%,25,0,0.33%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$12.98,$0.00,2,0
B0D8699Y17,B0CJ2CNDQT,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass",92-KAM5-CE6S,24,0,0.41%,0.00%,28,0,0.37%,0.00%,100.00%,0.00%,2,0,8.33%,0.00%,$14.98,$0.00,2,0
B0F9W75LLW,B0CJX4XSXB,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler",S8-FINW-47HP,15,0,0.26%,0.00%,20,0,0.27%,0.00%,95.00%,0.00%,2,0,13.33%,0.00%,$39.96,$0.00,2,0
B0D6YH6BCN,B0CKYMNV39,"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass",QE-7AYT-7B4M,17,0,0.29%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,2,0,11.76%,0.00%,$19.98,$0.00,2,0
B0F7H2RCV2,B0CWNTN1JN,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass",XL-MR6A-RPZ5,62,1,1.06%,1.11%,69,1,0.92%,0.90%,98.44%,100.00%,2,0,3.23%,0.00%,$47.96,$0.00,2,0
B0FD9RR4NB,B0CWTR4RFZ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Aunts, Sister - Aunts Birthday Gift, Auntie Announcement, Promoted To Auntie, Best Aunties Ever - 20 Oz Tumbler",KH-DRF5-O4UX,12,0,0.21%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$31.96,$0.00,2,0
B0FHPQWHQY,B0CY4G9VSR,"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing",BP-B33W-HG8K,43,0,0.74%,0.00%,56,0,0.74%,0.00%,98.00%,0.00%,2,0,4.65%,0.00%,$39.96,$0.00,2,0
B0F8QTMBRV,B0CYPWBV21,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass",SB-QEC6-U9NU,13,1,0.22%,1.11%,13,1,0.17%,0.90%,100.00%,0.00%,2,0,15.38%,0.00%,$33.98,$0.00,2,0
B0FG7PKPXP,B0D1GF81G8,"NewEleven Gifts For Nurse - Nursing Graduation Gift For Women Her - Caregiver Appreciation Gifts, Nursing Student, New Nurses, Nurse Practitioner, RN - 16 Oz Coffee Glass",WJ-F0KW-EYOB,14,0,0.24%,0.00%,16,0,0.21%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$19.98,$0.00,2,0
B0DJSXDDTF,B0D6GGZ5TL,"NewEleven Gifts New Home - Best Housewarming Gifts 2025, Housewarming Gift - Presents for Homeowners, First House Gift - New Home Candle",IV-JPRM-B4VI,19,0,0.33%,0.00%,21,0,0.28%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$31.96,$0.00,2,0
B0FFH2DPYK,B0D79751XN,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler",BA-CM7Z-VMQN,6,0,0.10%,0.00%,7,0,0.09%,0.00%,100.00%,0.00%,3,0,50.00%,0.00%,$38.94,$0.00,2,0
B0DJSXDDTF,B0D831XY4Y,"NewEleven Retirement Candle - Funny Retirement Gift for Woman - Retired Gift Idea for Mom, Nurse, Teacher, Coworker & Friends - Scented Candle",8G-IBWS-BHP3,14,0,0.24%,0.00%,18,0,0.24%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$31.96,$0.00,2,0
B0FFH2DPYK,B0DH83T7MF,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",RP-GISO-TOFC,29,1,0.50%,1.11%,37,1,0.49%,0.90%,100.00%,0.00%,2,0,6.90%,0.00%,$39.96,$0.00,2,0
B0FD9QBGZH,B0DM61B4F2,"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler",1Y-PY2P-6Q4W,23,0,0.39%,0.00%,33,0,0.44%,0.00%,100.00%,0.00%,2,0,8.70%,0.00%,$43.96,$0.00,2,0
B0F4CLW9JM,B0DPM5JXP7,"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Gift Ideas Decor - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Presents 2025 - Glass Ornament",BK-7AQP-YXO7,22,0,0.38%,0.00%,37,0,0.49%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,$23.98,$0.00,2,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,16,1,0.27%,1.11%,20,1,0.27%,0.90%,100.00%,0.00%,2,0,12.50%,0.00%,$21.98,$0.00,2,0
B0F7H2RCV2,B0F13MKH7X,"NewEleven Retirement Gift For Woman 2025 - Coworker Leaving Gift, Going Away Gifts For Friends, Her, Mom, Boss - Farewell Gifts For Coworkers Women From Friend, Family And Colleague - 16 Oz Wine Glass",ML-PHKJ-4KBU,53,1,0.91%,1.11%,66,2,0.88%,1.80%,100.00%,100.00%,2,1,3.77%,100.00%,$47.96,$23.98,2,1
B0FFGT9TWF,B0F8VPS7QN,"NewEleven Best Friend Birthday Gifts For Women - Best Friend Gift For Her, Him - Bestie Gift, Christian Present From Friends - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",FY-G9UN-GE5E,29,1,0.50%,1.11%,39,2,0.52%,1.80%,100.00%,0.00%,2,0,6.90%,0.00%,$35.96,$0.00,2,0
B0FH6R5YTH,B0FC5W1QX7,"NewEleven Boss Gifts For Women, Men - Boss Birthday Card, Thank You Gift, Heartfelt Message For Leader - Appreciation Present For Manager Form Colleague, Coworker - Greeting Card",SS-6UAT-LTMJ,44,1,0.75%,1.11%,51,1,0.68%,0.90%,100.00%,100.00%,2,0,4.55%,0.00%,$11.98,$0.00,2,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,49,0,0.84%,0.00%,57,0,0.76%,0.00%,100.00%,0.00%,2,0,4.08%,0.00%,$9.98,$0.00,2,0
B0FHKT7T9Q,B0FC65Z1KQ,"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card",ZM-69AN-C3J3,6,0,0.10%,0.00%,13,0,0.17%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$11.98,$0.00,2,0
B0FFH2DPYK,B07Y7ZQ265,"NewEleven Gifts For Mom - Gifts For Mother, Women, Wife - Funny Best Birthday Gift Ideas For Wife, New Mama, Bonus Mama, Mom To Be, Mother In Law - 12 Oz Tumbler",F1-10S9-NASK,10,0,0.17%,0.00%,10,0,0.13%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$15.98,$0.00,1,0
B0FFH2DPYK,B089QFK8NV,"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler",6O-P3K0-CFHN,11,0,0.19%,0.00%,11,0,0.15%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$14.99,$0.00,1,0
B0F9W75LLW,B0978WGWY4,"NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler",BJ-VG4K-QQW3,18,0,0.31%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,$16.98,$0.00,1,0
B0995JRMHP,B0995JRMHP,Neweleven Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids,O1-FU7J-W72I,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$9.98,$0.00,1,0
B0DKP1FXBW,B0B9RLH8RV,"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler",HB-YPM1-SCJA,14,0,0.24%,0.00%,17,0,0.23%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$22.98,$0.00,1,0
B0FGDHKH6G,B0BRB5SPYZ,"NewEleven Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Present For Her, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",25-YAS2-RJHI,12,0,0.21%,0.00%,13,0,0.17%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$15.98,$0.00,1,0
B0F8VCZ61V,B0BRCCZLL8,"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Gift, Engagement Presents For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass",63-QY4L-OED4,10,0,0.17%,0.00%,10,0,0.13%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,$13.98,$0.00,1,0
B0DWDQQ88X,B0C9C5VX7S,"NewEleven Gifts For Sister From Sister, Brother - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sisters, Sis In Law, Sibling, Bestie - 16 Oz Coffee Glass",T8-BRCL-CEUK,17,0,0.29%,0.00%,20,0,0.27%,0.00%,89.47%,0.00%,2,0,11.76%,0.00%,$33.96,$0.00,1,0
B0FD9RR4NB,B0C9D2PHMH,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler",GX-USB4-E6T8,10,0,0.17%,0.00%,11,0,0.15%,0.00%,90.00%,0.00%,1,0,10.00%,0.00%,$15.98,$0.00,1,0
B0FGDHKH6G,B0CBJQZCFY,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",2D-H3QH-UR6F,19,0,0.33%,0.00%,20,0,0.27%,0.00%,100.00%,0.00%,1,0,5.26%,0.00%,$14.98,$0.00,1,0
B0D6Y54MJD,B0CCDLWRTD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women, Her, Friends - Book Accessories, Bookish Gifts For Writers, Readers, Librarian, Bookaholic, Bookworm – 16 Oz Coffee Glass",68-JFET-D7YN,15,0,0.26%,0.00%,16,0,0.21%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$13.98,$0.00,1,0
B0FD9TKCYT,B0CFQ4CDD5,"NewEleven Gifts For Women – Chaos Coordinator Gifts For Women, Boss, Manager, Coworker, Best Friend - Appreciation, Inspirational Gift For Teacher, Nurse, Social Worker – 20 Oz Tumbler",7K-U1QW-2RDX,8,0,0.14%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$17.98,$0.00,1,0
B0F9W75LLW,B0CG8NHNWF,"NewEleven Gifts For Mom, Wife - Gifts For Mom From Daughter, Son, Kids - Unique Birthday Present Ideas For Mother, Wife, New Mama From Daughter, Son, Husband - 20 Oz Tumbler",2F-5232-03M8,7,0,0.12%,0.00%,9,0,0.12%,0.00%,71.43%,0.00%,1,0,14.29%,0.00%,$19.98,$0.00,1,0
B0CHFDJGN6,B0CHFDJGN6,"NewEleven Valentines Gifts For Wife - Romantic Anniversary Wedding Presents From Husband - Best Ideas For Her, Women - 20 Oz Tumbler",OJ-R1SW-8WVI,1,0,0.02%,0.00%,3,0,0.04%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$15.98,$0.00,1,0
B0F8BCC76K,B0CJLF7CW6,"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Father, Step Papa, New Papa From Daughter - 20 Oz Tumbler",JY-5OP2-ZVFB,5,0,0.09%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$17.98,$0.00,1,0
B0F8BCC76K,B0CJLM3SV5,"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Papa, Step Father, New Papa From Daughter - 20 Oz Tumbler",5B-L34H-TU17,4,1,0.07%,1.11%,5,1,0.07%,0.90%,100.00%,100.00%,1,0,25.00%,0.00%,$19.98,$0.00,1,0
B0FFH2DPYK,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,7,0,0.12%,0.00%,7,0,0.09%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$15.99,$0.00,1,0
B0FFH2DPYK,B0CLYSGX7Q,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",OA-DGFL-ZKWU,5,0,0.09%,0.00%,7,0,0.09%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$16.99,$0.00,1,0
B0FD9RR4NB,B0CM5RY3QS,"NewEleven Dad Gifts - Birthday Gifts For Dad From Daughter - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler",J7-CYQ3-G6E8,6,0,0.10%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$15.98,$0.00,1,0
B0FD9RR4NB,B0CN926PG1,"NewEleven Gifts For Brothers From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law, Men - 20 Oz Tumbler Navy",1O-O788-ZCZU,8,0,0.14%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$19.98,$0.00,1,0
B0FD9QBGZH,B0CN93LZ5M,"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",RQ-VBDU-6QPJ,13,0,0.22%,0.00%,14,0,0.19%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,$19.98,$0.00,1,0
B0F9W75LLW,B0CRDFWF44,"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler",A5-0R5N-261B,6,1,0.10%,1.11%,7,1,0.09%,0.90%,100.00%,100.00%,1,0,16.67%,0.00%,$19.98,$0.00,1,0
B0F8VCZ61V,B0CYSTZG5R,"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Party, Engagement Gift For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass",UH-A4QB-NCR6,8,0,0.14%,0.00%,17,0,0.23%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$9.99,$0.00,1,0
B0F8BCC76K,B0CZRZTBMT,"NewEleven Fathers Day Gift For Dad From Daughter Son Kids - Gift For Dad, Father, Step Father - Funny Birthday Gifts For Father - 20 Oz Tumbler",DJ-XD9G-NIPY,2,0,0.03%,0.00%,4,0,0.05%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$19.98,$0.00,1,0
B0DVYKZQJ5,B0D2NSHWZK,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For Godmom, Godparents - 16 Oz Coffee Glass",J5-EJIM-0Y8E,6,0,0.10%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$17.98,$0.00,1,0
B0FFH2DPYK,B0D5YHG24C,"NewEleven 50th Birthday Gifts For Women, 50th Birthday Decorations, 50 Years Old Gifts For Her, Sister, Mom, Bestie, 1975 Birthday Gift For Women, Fifties Wine Tumbler - 12 Oz Tumbler",V3-2DHI-A0G1,9,0,0.15%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,4,0,44.44%,0.00%,$67.92,$0.00,1,0
B0DKDWHJ2P,B0DCJQ2SKV,"NewEleven Gifts For Mom, New Mom – 2025 Pregnancy Gifts For First Time Mother, Pregnant, Expecting Mama, Mother To Be, Mama, Mommy To Be - 16 Oz Coffee Glass",F5-C0C3-Z1JN,27,0,0.46%,0.00%,32,0,0.42%,0.00%,100.00%,0.00%,1,0,3.70%,0.00%,$12.99,$0.00,1,0
B0F3886BZJ,B0DJY2BVJB,"NewEleven Gifts for Friends, BFF, Coworker for Women, Appreciation Gifts, Thank You for Women - Best Friend Birthday Gift - Glass Christmas Ornament 2025",R8-Q5WC-138Q,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,1,0,0.00%,0.00%,$7.99,$0.00,1,0
B0F3CR1LBF,B0DJY5ZSY9,"NewEleven Gifts for Mom from Daughter, Gift from Mom, Mommy, Birthday Gift for Mother, Mothers Present - The Love Between Mother and Daughter - Christmas Ornaments",B0-97Q9-I1A3,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,3,0,0.00%,0.00%,$17.97,$0.00,1,0
B0F3D315RZ,B0DK16MCXG,"NewEleven Women - Friend Gifts Ornaments 2025 - Friendship Gifts for Friends, Birthday Gift for Women, Besties, Soul Sisters - Ceramic Christmas Ornaments",JC-JJYR-OWD3,9,0,0.15%,0.00%,12,0,0.16%,0.00%,100.00%,0.00%,4,0,44.44%,0.00%,$19.96,$0.00,1,0
B0F4CLW9JM,B0DRT2D2ZB,"NewEleven Wedding Gifts - Mr and Mrs, Bridal Shower Decorations - Wedding Gifts for Couples 2025, Bride Gift for Friends - Just Married Glass 2025 Ornament",GU-M8AT-5NTK,12,0,0.21%,0.00%,14,0,0.19%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,$9.99,$0.00,1,0
B0FHPQWHQY,B0DYJ45P7Q,"NewEleven Birthday Gifts for Dad from Daughter, Son, Wife - First Time Present for Father, Men, Girl Dads Hat - Trucker Hat",QF-PTRY-DG2W,7,0,0.12%,0.00%,7,0,0.09%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$17.98,$0.00,1,0
B0F8HV7YGQ,B0F17MLPQ4,"NewEleven Grandpa Gifts - Fathers Day Gift For Grandpa, Birthday Gifts For Grandfather, Papa - Grandfather Gift Ideas From Granddaughter, Grandson, Kids - 20 Oz Tumbler",M0-BMOU-WK4K,6,1,0.10%,1.11%,8,2,0.11%,1.80%,100.00%,0.00%,1,0,16.67%,0.00%,$16.98,$0.00,1,0
B0F8HV7YGQ,B0F17N58SN,"NewEleven Father's Day Gift For Husband - Husband Birthday Gifts, Anniversary Romantic Love Present Ideas For Him - Funny Present For Hubby, Him From Wife - 20 Oz Tumbler",FN-TDOG-NQ7Z,1,1,0.02%,1.11%,2,2,0.03%,1.80%,0.00%,0.00%,1,0,100.00%,0.00%,$16.98,$0.00,1,0
B0FHKT7T9Q,B0F2TC6CP7,"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother",GI-HLHH-RG89,6,0,0.10%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$7.99,$0.00,1,0
B0FHKT7T9Q,B0F59XTYB6,"NewEleven Dad Birthday Gift For Dad, Bonus Dads - Fathers Day Card, Unique Present, Heartfelt Messesage For Father From Daughter, Son, Kids - Greeting Card",45-R2A7-EGYZ,1,0,0.02%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$7.99,$0.00,1,0
B0FFGT9TWF,B0F7XCP31P,"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar",JB-RJTD-OQ2R,43,0,0.74%,0.00%,50,0,0.66%,0.00%,100.00%,0.00%,1,0,2.33%,0.00%,$18.98,$0.00,1,0
B0FH6R5YTH,B0FC69Q8BS,"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card",ZB-KCAW-W2E3,21,0,0.36%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,$5.99,$0.00,1,0
B0FH6R5YTH,B0FC6DMH5L,"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card",7P-OJZF-5789,30,0,0.51%,0.00%,31,0,0.41%,0.00%,100.00%,0.00%,1,0,3.33%,0.00%,$5.99,$0.00,1,0
