(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0F9W75LLW,B0CHJ1V1RR,"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler",0I-V2OD-GO56,8,0,0.16%,0.00%,9,0,0.14%,0.00%,87.50%,0.00%,1,0,12.50%,0.00%,$14.98,$0.00,1,0
B0D6W5M4BP,B0CKYL86S1,"NewEleven Birthday Gifts For Men, Women - Gifts For Dad, Grandpa, Husband - Thank You Gift, Appreciation Gift, Best Birthday Present For Dad, Father, Boss, Coworker, Teacher - Beer Mug",TQ-XEIJ-MYZO,2,0,0.04%,0.00%,2,0,0.03%,0.00%,50.00%,0.00%,1,0,50.00%,0.00%,$12.99,$0.00,1,0
B0FFH2DPYK,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,9,0,0.18%,0.00%,13,0,0.21%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$15.99,$0.00,1,0
B0DKJ5THF2,B0CM5T2F1V,"NewEleven 50th Birthday Gifts for Men Women - 1974 Birthday Decorations for Men Women - Gifts for Turning 50-50 Year Old Gifts for Man, Woman, Mom, Dad, Wife, Husband - Retro Trucker Hat",4Q-CVN5-SRBD,9,0,0.18%,0.00%,11,0,0.17%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$14.99,$0.00,1,0
B0F9W75LLW,B0CQ4X98YF,"NewEleven Fathers Day Gift For Grandpa - Grandpa Gifts From Granddaughter, Grandson - Unique Birthday Present Ideas For Grandfather, New Granddad, Promoted To Granddad, Grandchildren - 20 Oz Tumbler",IW-TRN7-KQLA,15,2,0.31%,2.90%,21,2,0.33%,2.41%,94.44%,0.00%,1,0,6.67%,0.00%,$19.98,$0.00,1,0
B0FD9QBGZH,B0CT8JTMF8,"NewEleven Birthday Gifts For Women - Funny Gag Gifts Ideas For Mom, Grandma, Wife, Her, Sister, Coworker - 40th 50th 60th 70th 80th Birthday Gifts For Women – 20 Oz Tumbler",T3-8QDV-BD6U,15,0,0.31%,0.00%,15,0,0.24%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$15.98,$0.00,1,0
B0F7H2RCV2,B0CWNTN1JN,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass",XL-MR6A-RPZ5,46,1,0.94%,1.45%,61,1,0.97%,1.20%,100.00%,100.00%,1,0,2.17%,0.00%,$23.98,$0.00,1,0
B0F9W75LLW,B0CXXG46HR,"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Father, Husband - Gifts For Father, New Dad, Bonus Papa, Husband, Uncle From Daughter, Son Mug with Lid - 14 Oz Tumbler",TF-FGX1-1AVQ,6,0,0.12%,0.00%,6,0,0.10%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$22.98,$0.00,1,0
B0D83GTKZK,B0D1GH6WJ6,"NewEleven 40th Birthday Gifts Women Men - 1985 40th Birthday Decorations For Men Women - Gifts For Men Women Turning 40-40 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",ZV-XJ69-4UIW,9,1,0.18%,1.45%,10,2,0.16%,2.41%,100.00%,0.00%,1,0,11.11%,0.00%,$14.98,$0.00,1,0
B0D6NQ8KL6,B0D6NQ8KL6,"NewEleven Canvas Book Tote Bag Gifts For Readers, Novel Lovers Gift, Bookish Gifts - Gift For Book Lovers Readers Nerds Bookworm Librarian Women - Bookish Items, Reading Accessories",9K-KRK1-ALN8,2,0,0.04%,0.00%,3,0,0.05%,0.00%,100.00%,0.00%,1,1,50.00%,0.00%,$9.99,$9.99,1,1
B0FFH2DPYK,B0D79751XN,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler",BA-CM7Z-VMQN,5,0,0.10%,0.00%,7,0,0.11%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$12.98,$0.00,1,0
B0DJSXDDTF,B0D831XY4Y,"NewEleven Retirement Candle - Funny Retirement Gift for Woman - Retired Gift Idea for Mom, Nurse, Teacher, Coworker & Friends - Scented Candle",8G-IBWS-BHP3,17,1,0.35%,1.45%,33,4,0.52%,4.82%,100.00%,100.00%,1,0,5.88%,0.00%,$15.98,$0.00,1,0
B0FFH2DPYK,B0DH7PQ1RX,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",7N-6OBC-K7DN,6,0,0.12%,0.00%,7,0,0.11%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$19.98,$0.00,1,0
B0DKJ5THF2,B0DHC2C1S4,"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat",S1-6FQM-HSP6,14,0,0.29%,0.00%,15,0,0.24%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$17.98,$0.00,1,0
B0F3886BZJ,B0DJXZ36VG,"NewEleven Sister 2025, Sister Birthday Gifts for Women, Big Sister Gifts for Girls - Gift for Women, Soul Sister, BFF, Big Sister Gift Glass Christmas Ornaments",O2-5UU0-154U,1,0,0.02%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$5.99,$0.00,1,0
B0F3D315RZ,B0DK16MCXG,"NewEleven Women - Friend Gifts Ornaments 2025 - Friendship Gifts for Friends, Birthday Gift for Women, Besties, Soul Sisters - Ceramic Christmas Ornaments",JC-JJYR-OWD3,6,0,0.12%,0.00%,10,0,0.16%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$9.98,$0.00,1,0
B0F4CLW9JM,B0DLT3SDLB,"NewEleven for Boy Mom - Pregnancy Gifts, Gender Reveal Idea for Pregnant, Expecting Mother, Mama, Mom to Be, Mommy to Be - Baby Boy Announcement Gift Ceramic Ornament",E4-PNYA-O0P7,1,0,0.02%,0.00%,1,0,0.02%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$6.99,$0.00,1,0
B0FD9QBGZH,B0DM61B4F2,"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler",1Y-PY2P-6Q4W,21,0,0.43%,0.00%,25,0,0.40%,0.00%,100.00%,0.00%,1,0,4.76%,0.00%,$18.98,$0.00,1,0
B0F5B69YR8,B0DQ59YSW3,"NewEleven Gifts For Him, Her - Gift For Men, Dad, Husband, Friend - Thank You, Appreciation, Graduation Present For Men, Boss, Coworker, Teacher - 14 Oz Self Stirring Mug",YB-7AHW-E7CH,5,0,0.10%,0.00%,8,0,0.13%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$0.00,$0.00,1,0
B0F4CLW9JM,B0DRT2D2ZB,"NewEleven Wedding Gifts - Mr and Mrs, Bridal Shower Decorations - Wedding Gifts for Couples 2025, Bride Gift for Friends - Just Married Glass 2025 Ornament",GU-M8AT-5NTK,14,1,0.29%,1.45%,18,1,0.29%,1.20%,100.00%,0.00%,1,0,7.14%,0.00%,$9.99,$0.00,1,0
B0F48FK7R3,B0DWMZXCZP,"NewEleven Class Of 2025 Graduation Gifts For Her, Friends - Funny Master Degree, College Graduation Gifts From Friends And Family - 16 Oz Coffee Glass",UZ-8P0A-GPKD,2,0,0.04%,0.00%,4,0,0.06%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$11.99,$0.00,1,0
B0FD9TKCYT,B0DWN2GX75,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler",P3-U5Q5-Y2JP,17,1,0.35%,1.45%,21,1,0.33%,1.20%,100.00%,100.00%,1,0,5.88%,0.00%,$12.98,$0.00,1,0
B0FG7PKPXP,B0DWN3SH33,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurse - Gifts For Nurses From Friend, Family And Coworker - 16 Oz Coffee Glass",C0-X5FU-OU85,14,0,0.29%,0.00%,21,0,0.33%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,$7.59,$0.00,1,0
B0F8HV7YGQ,B0F17MLPQ4,"NewEleven Grandpa Gifts - Fathers Day Gift For Grandpa, Birthday Gifts For Grandfather, Papa - Grandfather Gift Ideas From Granddaughter, Grandson, Kids - 20 Oz Tumbler",M0-BMOU-WK4K,1,0,0.02%,0.00%,1,0,0.02%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$16.98,$0.00,1,0
B0F9WD297S,B0F59Y459Y,"NewEleven Dad Gifts - Gifts For Dad From Daughter, Son, Kid, Wife - Heartfelt Message, Fathers Day Card For Dads, Bonus Das, Step Father - Greeting Card",RZ-9XXR-XH01,8,0,0.16%,0.00%,13,0,0.21%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$7.99,$0.00,1,0
