(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0F18PVLJ1,B0F18PVLJ1,"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler",WD-3UXP-TSPV,75,2,1.32%,1.82%,107,3,1.47%,2.07%,100.00%,100.00%,19,0,25.33%,0.00%,$436.62,$0.00,17,0
B0FJDY1LNS,B08ZRWW1W4,"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler",A6-H1II-ZKFG,81,4,1.43%,3.64%,115,5,1.58%,3.45%,99.05%,100.00%,16,0,19.75%,0.00%,$367.68,$0.00,16,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,71,2,1.25%,1.82%,84,2,1.15%,1.38%,100.00%,100.00%,16,0,22.54%,0.00%,$351.68,$0.00,15,0
B0FH6R5YTH,B0FC6158DB,"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card",6B-3XRW-U6OQ,120,0,2.12%,0.00%,157,0,2.15%,0.00%,100.00%,0.00%,15,0,12.50%,0.00%,$89.85,$0.00,15,0
B0FH6R5YTH,B0FC6B7XH2,"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card",XL-UV7U-G4EA,82,1,1.45%,0.91%,100,1,1.37%,0.69%,100.00%,100.00%,15,1,18.29%,100.00%,$89.85,$5.99,15,1
B0D83GTKZK,B08R8R2LQF,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler",JC-JMFX-W7IY,58,1,1.02%,0.91%,87,1,1.19%,0.69%,100.00%,0.00%,12,0,20.69%,0.00%,$275.76,$0.00,12,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,76,2,1.34%,1.82%,107,6,1.47%,4.14%,98.02%,100.00%,12,0,15.79%,0.00%,$203.76,$0.00,12,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,80,0,1.41%,0.00%,108,0,1.48%,0.00%,100.00%,0.00%,12,1,15.00%,0.00%,$71.88,$5.99,12,1
B0FH6R5YTH,B0FC69Q8BS,"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card",ZB-KCAW-W2E3,90,2,1.59%,1.82%,122,2,1.67%,1.38%,100.00%,100.00%,12,0,13.33%,0.00%,$71.88,$0.00,12,0
B0F9W75LLW,B0CG8N67SJ,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",FQ-Q5JW-E8TK,129,2,2.27%,1.82%,160,3,2.19%,2.07%,99.32%,0.00%,11,0,8.53%,0.00%,$219.78,$0.00,11,0
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,138,1,2.43%,0.91%,169,1,2.32%,0.69%,100.00%,100.00%,11,0,7.97%,0.00%,$208.78,$0.00,11,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,49,1,0.86%,0.91%,58,1,0.79%,0.69%,100.00%,100.00%,11,0,22.45%,0.00%,$109.89,$0.00,11,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,83,3,1.46%,2.73%,96,3,1.32%,2.07%,100.00%,100.00%,11,2,13.25%,66.67%,$76.89,$13.98,11,2
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,82,2,1.45%,1.82%,116,3,1.59%,2.07%,99.00%,100.00%,10,0,12.20%,0.00%,$149.80,$0.00,10,0
B0FG7PKPXP,B0CBJR253J,"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",DM-ZO4D-MA58,41,0,0.72%,0.00%,55,0,0.75%,0.00%,100.00%,0.00%,10,0,24.39%,0.00%,$99.90,$0.00,10,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,36,0,0.63%,0.00%,48,0,0.66%,0.00%,100.00%,0.00%,10,1,27.78%,0.00%,$199.80,$19.98,10,1
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,71,1,1.25%,0.91%,88,1,1.21%,0.69%,100.00%,100.00%,10,0,14.08%,0.00%,$59.90,$0.00,10,0
B0FH6R5YTH,B0FC68NMQ2,"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card",UO-G2CF-RBYF,58,3,1.02%,2.73%,80,5,1.10%,3.45%,100.00%,100.00%,11,1,18.97%,33.33%,$65.89,$5.99,10,1
B0FFH2DPYK,B089QFYLFB,"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler",XH-ELQT-PEJ2,48,0,0.85%,0.00%,68,0,0.93%,0.00%,100.00%,0.00%,9,0,18.75%,0.00%,$179.82,$0.00,9,0
B0DVYKZQJ5,B0CJ2CKDR8,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass",SE-AHQ6-UUXA,26,0,0.46%,0.00%,36,0,0.49%,0.00%,93.75%,0.00%,9,0,34.62%,0.00%,$116.82,$0.00,9,0
B0DVZ28QXB,B0CQJZP6TK,"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass",FJ-K5JP-AWYT,83,1,1.46%,0.91%,119,1,1.63%,0.69%,100.00%,100.00%,11,0,13.25%,0.00%,$175.78,$0.00,9,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,76,2,1.34%,1.82%,88,2,1.21%,1.38%,100.00%,100.00%,9,0,11.84%,0.00%,$143.82,$0.00,9,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,59,2,1.04%,1.82%,75,2,1.03%,1.38%,100.00%,100.00%,9,0,15.25%,0.00%,$53.91,$0.00,9,0
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,32,1,0.56%,0.91%,40,2,0.55%,1.38%,100.00%,100.00%,9,1,28.13%,100.00%,$53.91,$5.99,9,1
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,64,1,1.13%,0.91%,72,1,0.99%,0.69%,100.00%,0.00%,9,0,14.06%,0.00%,$143.82,$0.00,8,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,64,2,1.13%,1.82%,78,3,1.07%,2.07%,98.68%,100.00%,8,1,12.50%,50.00%,$159.84,$19.98,8,1
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,67,2,1.18%,1.82%,79,2,1.08%,1.38%,100.00%,100.00%,8,0,11.94%,0.00%,$159.84,$0.00,8,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,18,0,0.32%,0.00%,20,0,0.27%,0.00%,100.00%,0.00%,8,0,44.44%,0.00%,$135.84,$0.00,8,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,50,1,0.88%,0.91%,63,1,0.86%,0.69%,100.00%,0.00%,8,0,16.00%,0.00%,$103.92,$0.00,8,0
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,65,0,1.15%,0.00%,91,0,1.25%,0.00%,100.00%,0.00%,8,0,12.31%,0.00%,$127.84,$0.00,8,0
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,59,1,1.04%,0.91%,76,1,1.04%,0.69%,100.00%,100.00%,8,0,13.56%,0.00%,$127.84,$0.00,8,0
B0FHBBJ3JH,B0FC5Q3KVJ,"NewEleven Gifts For Men - Romantic Gifts For Boyfriend, Husband, Him - Couple Gift Cards, Anniversary Card For Husband From Wife, Her - Greeting Card",BP-IWCY-92GM,24,0,0.42%,0.00%,38,0,0.52%,0.00%,100.00%,0.00%,8,0,33.33%,0.00%,$47.92,$0.00,8,0
B0FH6R5YTH,B0FC6DMH5L,"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card",7P-OJZF-5789,75,3,1.32%,2.73%,83,4,1.14%,2.76%,100.00%,100.00%,8,1,10.67%,33.33%,$47.92,$5.99,8,1
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,20,1,0.35%,0.91%,27,1,0.37%,0.69%,96.30%,100.00%,7,0,35.00%,0.00%,$118.86,$0.00,7,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,30,0,0.53%,0.00%,43,0,0.59%,0.00%,100.00%,0.00%,7,0,23.33%,0.00%,$111.86,$0.00,7,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,33,0,0.58%,0.00%,43,0,0.59%,0.00%,100.00%,0.00%,7,0,21.21%,0.00%,$139.86,$0.00,7,0
B0FD9QBGZH,B0DHCGTL3R,"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler",DF-AWOB-F9BG,57,1,1.00%,0.91%,79,1,1.08%,0.69%,100.00%,100.00%,7,0,12.28%,0.00%,$139.86,$0.00,7,0
B0FFGT9TWF,B0F13VCCMP,"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse",CG-9LUS-K14G,64,3,1.13%,2.73%,85,3,1.16%,2.07%,100.00%,100.00%,7,0,10.94%,0.00%,$125.86,$0.00,7,0
B0FHKT7T9Q,B0F2T4JDF7,"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card",AU-GMLU-KG6Z,41,1,0.72%,0.91%,46,2,0.63%,1.38%,97.50%,100.00%,7,0,17.07%,0.00%,$69.93,$0.00,7,0
B0FHKT7T9Q,B0FC65Z1KQ,"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card",ZM-69AN-C3J3,45,1,0.79%,0.91%,55,2,0.75%,1.38%,100.00%,0.00%,7,0,15.56%,0.00%,$41.93,$0.00,7,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,32,1,0.56%,0.91%,52,1,0.71%,0.69%,100.00%,0.00%,7,0,21.88%,0.00%,$125.86,$0.00,6,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,35,0,0.62%,0.00%,48,0,0.66%,0.00%,100.00%,0.00%,6,0,17.14%,0.00%,$107.88,$0.00,6,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,24,0,0.42%,0.00%,36,0,0.49%,0.00%,100.00%,0.00%,6,0,25.00%,0.00%,$59.94,$0.00,6,0
B0F6M1XX87,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,41,1,0.72%,0.91%,57,5,0.78%,3.45%,100.00%,100.00%,8,0,19.51%,0.00%,$135.84,$0.00,6,0
B0FHKT7T9Q,B0FC6CY15S,"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card",5P-CAQZ-6FK5,46,0,0.81%,0.00%,67,0,0.92%,0.00%,100.00%,0.00%,6,0,13.04%,0.00%,$35.94,$0.00,6,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,30,0,0.53%,0.00%,35,0,0.48%,0.00%,100.00%,0.00%,9,0,30.00%,0.00%,$143.82,$0.00,5,0
B0D6V486CJ,B09XDFF8FF,"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts",HR-LSGT-JYQH,185,5,3.26%,4.55%,207,6,2.84%,4.14%,98.01%,100.00%,5,0,2.70%,0.00%,$99.90,$0.00,5,0
B0D6V486CJ,B09ZYBDMZ1,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler",Y3-JOZK-KF6U,24,1,0.42%,0.91%,29,1,0.40%,0.69%,100.00%,100.00%,5,1,20.83%,100.00%,$99.90,$19.98,5,1
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,8,0,0.14%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,5,0,62.50%,0.00%,$89.90,$0.00,5,0
B0FHBBJ3JH,B0FC6DL8X8,"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card",XK-EXGK-T2H0,35,0,0.62%,0.00%,42,0,0.58%,0.00%,100.00%,0.00%,5,0,14.29%,0.00%,$29.95,$0.00,5,0
B0FFH2DPYK,B089QFK8NV,"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler",6O-P3K0-CFHN,17,0,0.30%,0.00%,19,0,0.26%,0.00%,100.00%,0.00%,4,0,23.53%,0.00%,$59.96,$0.00,4,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,31,0,0.55%,0.00%,40,0,0.55%,0.00%,100.00%,0.00%,5,0,16.13%,0.00%,$79.90,$0.00,4,0
B0FJDLVWD4,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,28,1,0.49%,0.91%,39,1,0.53%,0.69%,100.00%,100.00%,4,0,14.29%,0.00%,$63.92,$0.00,4,0
B0FFH2DPYK,B0DH7PQ1RX,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",7N-6OBC-K7DN,19,2,0.33%,1.82%,22,2,0.30%,1.38%,100.00%,100.00%,4,1,21.05%,50.00%,$79.92,$19.98,4,1
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,51,3,0.90%,2.73%,58,3,0.79%,2.07%,100.00%,100.00%,4,0,7.84%,0.00%,$67.92,$0.00,4,0
B0FJDY1LNS,B0F189PXWB,"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz",L4-F4C9-QOS5,25,1,0.44%,0.91%,42,1,0.58%,0.69%,100.00%,100.00%,4,0,16.00%,0.00%,$79.92,$0.00,4,0
B0FHKT7T9Q,B0FC5MVV3Q,"NewEleven Birthday Gifts For Women - Humorous Message, Funny Birthday Gift Card For Men, Women, Dad, Mom, Brother, Sister, Friends, Family - Greeting Card",H4-ZU99-Z57Y,87,0,1.53%,0.00%,98,0,1.34%,0.00%,100.00%,0.00%,4,0,4.60%,0.00%,$23.96,$0.00,4,0
B0FH6R5YTH,B0FC62VRRC,"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card",OF-YAJT-Y5A4,57,0,1.00%,0.00%,73,0,1.00%,0.00%,100.00%,0.00%,4,0,7.02%,0.00%,$23.96,$0.00,4,0
B0FH6R5YTH,B0FC65ZB93,"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card",S6-VP1K-5XOQ,48,4,0.85%,3.64%,62,13,0.85%,8.97%,100.00%,100.00%,4,1,8.33%,25.00%,$23.96,$5.99,4,1
B0FJDLVWD4,B09792XF8F,"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,12,0,0.21%,0.00%,16,0,0.22%,0.00%,93.75%,0.00%,3,0,25.00%,0.00%,$59.94,$0.00,3,0
B09S9PGL4T,B09S9PGL4T,"NewEleven Bird Watching Gifts, Gifts For Bird Lovers - Gift For Men Women - Funny Birding Gift For Birders, Birds Watchers, Birb Lovers, Men, Women, Friends - 20 Oz Tumbler",UD-JSC7-HVGH,3,0,0.05%,0.00%,3,0,0.04%,0.00%,100.00%,0.00%,3,0,100.00%,0.00%,$68.94,$0.00,3,0
B0FJDY1LNS,B0B2WGL9ZW,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler",DI-F7I2-E7AK,24,1,0.42%,0.91%,26,1,0.36%,0.69%,100.00%,0.00%,3,0,12.50%,0.00%,$68.94,$0.00,3,0
