"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"48";"1";"1 103,04";"-7,58";"-124,58";"-124,58";"";"";"";"";"";"2,08";"100";"-17,98";"-399,52";"-94,08";"";"459,30";"459,30";"551,42";"";"41,64";"488,20";"10 595";"11,29";"128";"37,50"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"45";"";"899,1";"-2";"-202,49";"-202,49";"";"";"";"";"";"";"-";"";"-334,92";"-148,05";"";"211,64";"211,64";"359,69";"";"23,54";"142,95";"2 331";"22,52";"171";"26,32"
"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 7,99";"B0FC6158DB";"6B-3XRW-U6OQ";"26";"";"155,74";"-0,6";"-161,46";"-161,46";"";"";"";"";"";"";"-";"";"-85,17";"-10,14";"";"-101,63";"-101,63";"-91,49";"";"-65,26";"-1 002,27";"10 009";"103,67";"142";"18,31"
"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99";"B0FC6FNMMD";"TU-XEZX-HS89";"22";"";"131,78";"-1,8";"-174,4";"-174,4";"";"";"";"";"";"";"-";"";"-71,83";"-8,58";"";"-124,83";"-124,83";"-116,25";"";"-94,73";"-1 454,90";"16 135";"132,34";"139";"15,83"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"21";"1";"335,58";"-3,2";"-83,35";"-83,35";"";"";"";"";"";"4,76";"100";"-11,07";"-159,71";"-58,8";"";"19,45";"19,45";"75,45";"";"5,80";"33,08";"6 289";"24,84";"112";"18,75"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"21";"1";"356,58";"";"-63,7";"-63,7";"";"";"";"";"";"4,76";"100";"-12,74";"-161,91";"-41,79";"";"76,44";"76,44";"116,24";"";"21,44";"182,91";"7 796";"17,86";"91";"23,08"
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"20";"1";"459,6";"-4,6";"-129,02";"-129,02";"";"";"";"";"";"5,00";"100";"-11,47";"-207,59";"-89,6";"";"17,32";"17,32";"102,44";"";"3,77";"19,33";"10 194";"28,07";"127";"15,75"
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"17";"1";"390,66";"-2,3";"-71,16";"-71,16";"";"";"";"";"";"5,88";"-";"-20,11";"-141,54";"-59,5";"";"96,05";"96,05";"155,55";"";"24,59";"161,43";"15 924";"18,22";"86";"19,77"
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card COG: 0,42 / Price: 6,99";"B0FC5SSDXK";"D0-B6A7-C5GP";"16";"";"94,84";"";"-158,6";"-158,6";"";"";"";"";"";"";"-";"";"-52,32";"-6,72";"";"-122,80";"-122,80";"-116,08";"";"-129,48";"-1 827,38";"15 982";"167,23";"144";"11,11"
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"15";"";"329,7";"-1,1";"-74,84";"-74,84";"";"";"";"";"";"";"100";"3,26";"-116,51";"-48,9";"";"91,61";"91,61";"137,25";"";"27,79";"187,34";"2 331";"22,70";"101";"14,85"
"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card COG: 0,39 / Price: 5,99";"B0FC6B7XH2";"XL-UV7U-G4EA";"15";"";"89,85";"-0,6";"-100,15";"-100,15";"";"";"";"";"";"";"-";"";"-49,09";"-5,85";"";"-65,84";"-65,84";"-59,99";"";"-73,28";"-1 125,47";"10 009";"111,46";"76";"19,74"
"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card COG: 0,39 / Price: 7,99";"B0FC686CQV";"27-N5JD-WKOZ";"13";"";"77,87";"";"-91,33";"-91,33";"";"";"";"";"";"";"-";"";"-42,64";"-5,07";"";"-61,17";"-61,17";"-56,1";"";"-78,55";"-1 206,51";"10 009";"117,29";"110";"11,82"
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"12";"";"275,76";"";"-72,04";"-72,04";"";"";"";"";"";"";"-";"";"-95,4";"-50,52";"";"57,80";"57,80";"108,32";"";"20,96";"114,41";"19 578";"26,12";"39";"30,77"
