"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"42";"";"965,16";"-1,15";"-158,29";"-158,29";"";"";"";"";"";"";"100";"1,96";"-350,5";"-82,32";"";"374,86";"374,86";"455,22";"";"38,84";"455,37";"";"16,40";"164";"25,61"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"26";"2";"441,48";"-3,4";"-167,9";"-167,9";"";"";"";"";"";"7,69";"-";"-29,46";"-199,86";"-51,74";"";"-10,88";"-10,88";"40,86";"";"-2,46";"-21,03";"";"38,03";"149";"17,45"
"NewEleven Birthday Gifts for Women - Thank You Present, Christian Gifts for Women, Mom, Teacher - Inspirational Gift for Coworker - Handmade Positive Sunflower Doll Crochet with Card COG: 0 / Price: 9,99";"B0FCLHRJ36";"0M-ATAJ-MC5Y";"25";"";"249,75";"-5,8";"-348,62";"-348,62";"";"";"";"";"";"";"-";"";"-118,48";"";"";"-223,15";"-223,15";"-223,15";"";"-89,35";"";"";"139,59";"170";"14,71"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"22";"1";"439,56";"-1";"-154,17";"-154,17";"";"";"";"";"";"4,55";"-";"-13,87";"-163,74";"-72,38";"";"34,40";"34,40";"106,78";"";"7,83";"47,53";"";"35,07";"142";"15,49"
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"19";"";"417,62";"";"-71,52";"-71,52";"";"";"";"";"";"";"-";"";"-147,82";"-61,94";"";"136,34";"136,34";"198,28";"";"32,65";"220,12";"";"17,13";"113";"16,81"
"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card COG: 0,39 / Price: 5,99";"B0FC69Q8BS";"ZB-KCAW-W2E3";"19";"";"113,81";"";"-151,38";"-151,38";"";"";"";"";"";"";"-";"";"-62,33";"-7,41";"";"-107,31";"-107,31";"-99,9";"";"-94,29";"-1 448,18";"";"133,01";"129";"14,73"
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 16,98";"B089QFYLFB";"XH-ELQT-PEJ2";"17";"";"339,66";"-1";"-89,87";"-89,87";"";"";"";"";"";"";"-";"";"-126,49";"-57,63";"";"64,67";"64,67";"122,3";"";"19,04";"112,22";"";"26,46";"50";"34,00"
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98";"B08R8PXYL6";"ZG-6MPB-F5JV";"17";"";"339,66";"-4";"-118,71";"-118,71";"";"";"";"";"";"";"-";"";"-125,99";"-56,27";"";"34,69";"34,69";"90,96";"";"10,21";"61,65";"";"34,95";"61";"27,87"
"NewEleven Retirement Gift For Woman - Retirement Card For Women, Men, Boss - Funny Retirements Gifts For Men, Farewell Gifts For Coworkers From Work Bestie, Colleague - Greeting Card COG: 0,39 / Price: 5,99";"B0FC69R4PK";"A9-HSHI-ATQO";"17";"";"101,83";"-0,3";"-94,76";"-94,76";"";"";"";"";"";"";"-";"";"-55,71";"-6,63";"";"-55,57";"-55,57";"-48,94";"";"-54,57";"-838,16";"";"93,06";"86";"19,77"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"16";"";"319,68";"-16";"-120,29";"-120,29";"";"";"";"";"";"";"-";"";"-123,04";"-56,96";"";"3,39";"3,39";"60,35";"";"1,06";"5,95";"";"37,63";"136";"11,76"
