"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"26";"2";"519,48";"-2";"-179,11";"-179,11";"";"";"";"";"";"7,69";"100";"-24,08";"-193,37";"-85,54";"";"35,38";"35,38";"114,34";"";"6,81";"41,36";"3 183";"34,48";"137";"18,98"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"24";"1";"367,54";"";"-180,88";"-180,88";"";"";"";"";"";"4,17";"-";"-13,87";"-160,1";"-67,2";"";"-54,51";"-54,51";"12,69";"";"-14,83";"-81,12";"6 421";"49,21";"155";"15,48"
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"20";"1";"439,6";"-7,03";"-77,08";"-77,08";"";"";"";"";"";"5,00";"";"-19,08";"-154,41";"-65,2";"";"116,80";"116,80";"182";"";"26,57";"179,14";"3 184";"17,53";"97";"20,62"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"20";"2";"459,6";"-4,6";"-151,49";"-151,49";"";"";"";"";"";"10,00";"-";"-39,18";"-166,18";"-39,2";"";"58,95";"58,95";"98,15";"";"12,83";"150,38";"16 030";"32,96";"102";"19,61"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"19";"3";"379,62";"";"-170,77";"-170,77";"";"";"";"";"";"15,79";"100";"-46,82";"-149,15";"-67,64";"";"-54,76";"-54,76";"-1,36";"";"-14,42";"-80,96";"4 906";"44,98";"155";"12,26"
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98";"B08R8PXYL6";"ZG-6MPB-F5JV";"12";"";"239,76";"-3";"-96,3";"-96,3";"";"";"";"";"";"";"-";"";"-88,91";"-39,72";"";"11,83";"11,83";"51,55";"";"4,93";"29,78";"9 732";"40,17";"55";"21,82"
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"10";"";"159,8";"";"-45,22";"-45,22";"";"";"";"";"";"";"-";"";"-63,55";"-25,8";"";"25,23";"25,23";"51,03";"";"15,79";"97,79";"21 569";"28,30";"81";"12,35"
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"10";"2";"229,8";"";"-151,48";"-151,48";"";"";"";"";"";"20,00";"100";"-21,36";"-89,59";"-44,8";"";"-77,43";"-77,43";"-41,59";"";"-33,69";"-172,83";"10 201";"65,92";"119";"8,40"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"9";"";"152,82";"";"-126,77";"-126,77";"";"";"";"";"";"";"-";"";"-69,39";"-17,91";"";"-61,25";"-61,25";"-43,34";"";"-40,08";"-341,99";"9 138";"82,95";"109";"8,26"
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass COG: 2,23 / Price: 15,98";"B0BYCT1SRJ";"LH-BSSY-KKX9";"8";"";"127,84";"-1,6";"-18,93";"-18,93";"";"";"";"";"";"";"-";"";"-60,78";"-17,84";"";"28,69";"28,69";"46,53";"";"22,44";"160,82";"30 678";"14,81";"31";"25,81"
