"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"35";"3";"699,3";"";"-168,5";"-168,5";"";"";"";"";"";"8,57";"-";"-52,16";"-260,75";"-115,15";"";"102,74";"102,74";"217,89";"";"14,69";"89,22";"2 512";"24,10";"152";"23,03"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"32";"";"735,36";"-20,69";"-83,87";"-83,87";"";"";"";"";"";"";"-";"";"-263,65";"-62,72";"";"304,43";"304,43";"367,15";"";"41,40";"485,38";"9 488";"11,41";"111";"28,83"
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"21";"1";"461,58";"-2,2";"-92,33";"-92,33";"";"";"";"";"";"4,76";"100";"-9,3";"-163,01";"-68,46";"";"126,28";"126,28";"184,96";"";"27,36";"184,46";"2 512";"20,00";"108";"19,44"
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card COG: 0,42 / Price: 6,99";"B0FC5SSDXK";"D0-B6A7-C5GP";"21";"";"125,79";"";"-111,75";"-111,75";"";"";"";"";"";"";"-";"";"-68,88";"-8,82";"";"-63,66";"-63,66";"-54,84";"";"-50,61";"-721,77";"9 451";"88,84";"116";"18,10"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"18";"";"288,66";"";"-82,67";"-82,67";"";"";"";"";"";"";"-";"";"-128,61";"-37,81";"";"39,57";"39,57";"77,38";"";"13,71";"104,65";"7 987";"28,64";"114";"15,79"
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"17";"2";"390,66";"-1,15";"-143,58";"-143,58";"";"";"";"";"";"11,76";"-";"-35,89";"-176,94";"-76,16";"";"-43,06";"-43,06";"33,1";"";"-11,02";"-56,54";"10 962";"36,75";"129";"13,18"
"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 7,99";"B0FC6158DB";"6B-3XRW-U6OQ";"16";"";"95,84";"-0,3";"-81,08";"-81,08";"";"";"";"";"";"";"-";"";"-52,43";"-6,24";"";"-44,21";"-44,21";"-37,97";"";"-46,13";"-708,49";"3 704";"84,60";"117";"13,68"
"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99";"B0FC6FNMMD";"TU-XEZX-HS89";"16";"";"95,84";"-1,2";"-124,41";"-124,41";"";"";"";"";"";"";"-";"";"-52,27";"-6,24";"";"-88,28";"-88,28";"-82,04";"";"-92,11";"-1 414,74";"9 405";"129,81";"121";"13,22"
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"15";"2";"344,7";"";"-83,94";"-83,94";"";"";"";"";"";"13,33";"100";"-35,84";"-134,63";"-58,94";"";"31,35";"31,35";"86,08";"";"9,09";"53,19";"20 466";"24,35";"40";"37,50"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"14";"";"279,72";"-13";"-163,98";"-163,98";"";"";"";"";"";"";"100";"3,56";"-107,82";"-49,84";"";"-51,36";"-51,36";"-5,08";"";"-18,36";"-103,05";"4 943";"58,62";"154";"9,09"
"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card COG: 0,39 / Price: 5,99";"B0FC6DL8X8";"XK-EXGK-T2H0";"13";"";"77,87";"-0,6";"-87,69";"-87,69";"";"";"";"";"";"";"-";"";"-42,53";"-5,07";"";"-58,02";"-58,02";"-52,95";"";"-74,51";"-1 144,38";"9 451";"112,61";"91";"14,29"
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass COG: 2,23 / Price: 15,98";"B0BYCT1SRJ";"LH-BSSY-KKX9";"12";"";"191,76";"-1,6";"-42,43";"-42,43";"";"";"";"";"";"";"-";"";"-91,3";"-26,76";"";"29,67";"29,67";"56,43";"";"15,47";"110,87";"34 322";"22,13";"37";"32,43"
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"12";"";"191,76";"-3,2";"-48,95";"-48,95";"";"";"";"";"";"";"-";"";"-85,76";"-30,96";"";"22,89";"22,89";"53,85";"";"11,94";"73,93";"24 008";"25,53";"93";"12,90"
"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler COG: 3,32 / Price: 19,98";"B0DHCGTL3R";"DF-AWOB-F9BG";"12";"";"239,76";"-6,2";"-49,2";"-49,2";"";"";"";"";"";"";"-";"";"-88,38";"-39,84";"";"56,14";"56,14";"95,98";"";"23,42";"140,91";"2 512";"20,52";"51";"23,53"
