Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage,Sponsored Display
"NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler
COG: 3,31 / Price: 21,98",B0DH7X6R1J,2025-07-22,YJ-F5N3-DGJ5,9.0,1.0,197.82,,-136.02,-136.02,11.11,-,-19.24,-70.02,-29.79,-57.25,-57.25,-27.46,-28.94,-192.18,3054.0,68.76,78.0,11.54,
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler
COG: 4,63 / Price: 19,98",B092HNBJT6,2025-07-22,W7-BHYY-1NZC,8.0,1.0,159.84,,-48.82,-48.82,12.5,,-17.34,-59.6,-37.04,-2.96,-2.96,34.08,-1.85,-7.99,24036.0,30.54,72.0,11.11,
"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass
COG: 2,42 / Price: 14,98",B0BRB6NJCT,2025-07-22,MF-GYAU-GTQX,8.0,,119.84,,-13.0,-13.0,,-,,-48.06,-19.36,39.42,39.42,58.78,32.89,203.62,19490.0,10.85,77.0,10.39,
"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass
COG: 2,55 / Price: 15,98",B0CXXJ751C,2025-07-22,7X-5K3W-K6CS,8.0,,111.86,-1.6,-25.42,-25.42,,-,,-55.81,-20.4,8.63,8.63,29.03,7.72,42.3,19562.0,22.72,41.0,19.51,
"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass
COG: 2,1 / Price: 15,98",B0CYPT8HM7,2025-07-22,C9-FSMU-8JV2,8.0,,135.84,,-43.66,-43.66,,-,,-61.68,-16.8,13.7,13.7,30.5,10.09,81.55,9314.0,32.14,19.0,42.11,
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card
COG: 0,42 / Price: 6,99",B0FC5SSDXK,2025-07-22,D0-B6A7-C5GP,8.0,,47.92,,-58.44,-58.44,,-,,-26.24,-3.36,-40.12,-40.12,-36.76,-83.72,-1194.05,7263.0,121.95,79.0,10.13,
"NewEleven Thank You Cards - Teacher Appreciation Gifts, Thanks You Present For Friend, Teacher, Boss - Thank You Gifts For Women, Men From Bestie, Family, Colleague - Greeting Card
COG: 0,39 / Price: 4,99",B0FC6CNPQK,2025-07-22,4R-QNTR-6X4P,8.0,,39.92,-1.05,-20.84,-20.84,,-,,-24.78,-3.12,-9.87,-9.87,-6.75,-24.72,-316.35,3077.0,52.2,47.0,17.02,
"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card
COG: 0,39 / Price: 6,99",B0FC6FNMMD,2025-07-22,TU-XEZX-HS89,8.0,,47.92,,-54.2,-54.2,,-,,-26.24,-3.12,-35.64,-35.64,-32.52,-74.37,-1142.31,7234.0,113.11,92.0,8.7,
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass
COG: 2,15 / Price: 14,98",B0CJ2CKDR8,2025-07-22,SE-AHQ6-UUXA,7.0,,90.86,,-14.98,-14.98,,-,,-49.98,-15.05,10.85,10.85,25.9,11.94,72.09,40370.0,16.49,29.0,24.14,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler
COG: 3,44 / Price: 19,98",B0CM5RJ8VD,2025-07-22,1J-71GS-RJFC,7.0,,139.86,,,,,50,3.44,-52.15,-24.08,67.07,67.07,87.71,47.96,278.53,5441.0,,28.0,25.0,
"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle
COG: 4,55 / Price: 17,98",B0D9L8P1XL,2025-07-22,1G-WJN6-34JP,7.0,,125.86,,-10.46,-10.46,,-,,-55.72,-31.85,27.83,27.83,59.68,22.11,87.38,179838.0,8.31,31.0,22.58,
"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card
COG: 0,39 / Price: 5,99",B0FC68NMQ2,2025-07-22,UO-G2CF-RBYF,7.0,,41.93,,-44.59,-44.59,,-,,-22.96,-2.73,-28.35,-28.35,-25.62,-67.61,-1038.46,3077.0,106.34,64.0,10.94,
"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts
COG: 4,44 / Price: 19,98",B09XDFF8FF,2025-07-22,HR-LSGT-JYQH,6.0,,119.88,,-21.51,-21.51,,-,,-47.1,-26.64,24.63,24.63,51.27,20.55,92.45,39379.0,17.94,253.0,2.37,
"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler
COG: 4,34 / Price: 19,98",B09XXP5V2W,2025-07-22,FL-GKXG-L8RH,6.0,,119.88,,,,,-,,-44.7,-26.04,49.14,49.14,75.18,40.99,188.71,30000.0,,41.0,14.63,
"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass
COG: 2 / Price: 9,99",B0BRCJ5VYH,2025-07-22,CZ-V369-AMB3,6.0,,59.94,,,,,-,,-37.5,-12.0,10.44,10.44,22.44,17.42,87.0,39958.0,,21.0,28.57,
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass
COG: 2,25 / Price: 12,98",B0BYDDFNBD,2025-07-22,BC-HKBD-KBAM,6.0,,89.88,,-12.07,-12.07,,-,,-44.82,-13.5,19.49,19.49,32.99,21.68,144.37,39459.0,13.43,26.0,23.08,
"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass
COG: 2,23 / Price: 12,99",B0DCJM56W3,2025-07-22,SG-SV6L-3ILW,6.0,,77.94,,-30.23,-30.23,,-,,-42.84,-13.38,-8.51,-8.51,4.87,-10.92,-63.6,9405.0,38.79,48.0,12.5,
"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card
COG: 0,45 / Price: 9,99",B0F2T4JDF7,2025-07-22,AU-GMLU-KG6Z,6.0,,59.94,,-22.09,-22.09,,-,,-23.64,-2.7,11.51,11.51,14.21,19.2,426.3,8383.0,36.85,26.0,23.08,
"NewEleven Gifts For Men - Romantic Gifts For Boyfriend, Husband, Him - Couple Gift Cards, Anniversary Card For Husband From Wife, Her - Greeting Card
COG: 0,42 / Price: 6,99",B0FC5Q3KVJ,2025-07-22,BP-IWCY-92GM,6.0,,35.94,-1.8,-19.5,-19.5,,-,,-19.38,-2.52,-7.26,-7.26,-4.74,-20.2,-288.1,7263.0,54.26,41.0,14.63,
"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card
COG: 0,39 / Price: 5,99",B0FC69Q8BS,2025-07-22,ZB-KCAW-W2E3,6.0,,35.94,,-129.21,-129.21,,-,,-19.68,-2.34,-115.29,-115.29,-112.95,-320.78,-4926.92,3064.0,359.52,93.0,6.45,
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler
COG: 3,73 / Price: 22,98",B0B2WGL9ZW,2025-07-22,DI-F7I2-E7AK,5.0,,114.9,,,,,100,3.73,-39.75,-18.65,60.23,60.23,75.15,52.42,322.95,17241.0,,22.0,22.73,
"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass
COG: 2,33 / Price: 9,99",B0CBJR253J,2025-07-22,DM-ZO4D-MA58,5.0,,49.95,,-49.2,-49.2,,-,,-27.15,-11.65,-38.05,-38.05,-26.4,-76.18,-326.61,29338.0,98.5,40.0,12.5,
"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler
COG: 3,71 / Price: 19,98",B0CDLPSMGF,2025-07-22,CO-C7X6-C1NV,5.0,1.0,99.9,,,,20,-,-17.34,-39.25,-18.55,24.76,24.76,43.31,24.78,133.48,24036.0,,18.0,27.78,
"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler
COG: 3,65 / Price: 15,98",B0CDLQGPKC,2025-07-22,38-P9JP-4W92,5.0,1.0,79.9,,,,20,-,-13.98,-35.95,-18.25,11.72,11.72,29.97,14.67,64.22,3054.0,,25.0,20.0,
"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler
COG: 3,32 / Price: 19,98",B0DHCGTL3R,2025-07-22,DF-AWOB-F9BG,5.0,1.0,99.9,,-44.33,-44.33,20,-,-13.87,-37.25,-16.6,-12.15,-12.15,4.45,-12.16,-73.19,3056.0,44.37,55.0,9.09,
"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse
COG: 1,99 / Price: 16,98",B0DVSKXLS5,2025-07-22,UI-VXIT-1YW7,5.0,,84.9,,-52.17,-52.17,,,,-30.17,-11.94,-9.38,-9.38,2.56,-11.05,-78.56,18519.0,61.45,76.0,6.58,
"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card
COG: 0,39 / Price: 5,99",B0FC6DJMD9,2025-07-22,1E-URHL-R626,5.0,,29.95,,-67.23,-67.23,,-,,-16.4,-1.95,-55.63,-55.63,-53.68,-185.74,-2852.82,8415.0,224.47,39.0,12.82,
"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass
COG: 2,25 / Price: 16,98",B0C9BZRC4K,2025-07-22,YM-PHWT-7K9Y,4.0,1.0,67.92,,-11.5,-11.5,25,-,-10.4,-26.62,-11.25,8.15,8.15,19.4,12.0,72.44,27905.0,16.93,23.0,17.39,
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass
COG: 4,41 / Price: 23,98",B0CWNTN1JN,2025-07-22,XL-MR6A-RPZ5,4.0,,95.92,,,,,50,4.41,-37.32,-17.64,45.37,45.37,58.6,47.3,257.2,13549.0,,46.0,8.7,
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler
COG: 3,21 / Price: 17,98",B0CYS94K31,2025-07-22,75-LNB7-IBAL,4.0,,71.92,,-48.94,-48.94,,-,,-28.82,-12.84,-18.68,-18.68,-5.84,-25.97,-145.48,8709.0,68.05,26.0,15.38,
"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass
COG: 4,26 / Price: 12,99",B0DH7Y6RDX,2025-07-22,IC-D6DJ-S9KY,4.0,1.0,51.96,,,,25,-,-8.67,-30.08,-17.04,-3.83,-3.83,13.21,-7.37,-22.48,46095.0,,18.0,22.22,
"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat
COG: 1,99 / Price: 17,98",B0DHC2C1S4,2025-07-22,S1-6FQM-HSP6,4.0,,71.92,,-12.1,-12.1,,100,7.96,-34.32,-7.96,25.5,25.5,25.5,35.46,320.35,173987.0,16.82,7.0,57.14,
"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz
COG: 3,4 / Price: 22,98",B0F189PXWB,2025-07-22,L4-F4C9-QOS5,4.0,,79.92,,-12.93,-12.93,,-,,-29.8,-13.6,23.59,23.59,37.19,29.52,173.46,78917.0,16.18,25.0,16.0,
"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar
COG: 2,62 / Price: 18,98",B0F7XCP31P,2025-07-22,JB-RJTD-OQ2R,4.0,1.0,75.92,,,,25,-,-12.5,-28.16,-10.48,24.78,24.78,35.26,32.64,236.45,18551.0,,41.0,9.76,
"NewEleven Boss Gifts For Women, Men - Boss Birthday Card, Thank You Gift, Heartfelt Message For Leader - Appreciation Present For Manager Form Colleague, Coworker - Greeting Card
COG: 0,39 / Price: 4,99",B0FC5W1QX7,2025-07-22,SS-6UAT-LTMJ,4.0,,19.96,-0.25,-25.7,-25.7,,-,,-12.43,-1.56,-19.98,-19.98,-18.42,-100.1,-1280.77,3092.0,128.76,52.0,7.69,
"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card
COG: 0,39 / Price: 5,99",B0FC65ZB93,2025-07-22,S6-VP1K-5XOQ,4.0,,23.96,-0.6,-30.69,-30.69,,-,,-13.02,-1.56,-21.91,-21.91,-20.35,-91.44,-1404.49,3092.0,128.09,49.0,8.16,
"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card
COG: 0,39 / Price: 5,99",B0FC6DMH5L,2025-07-22,7P-OJZF-5789,4.0,,23.96,,-45.04,-45.04,,-,,-13.12,-1.56,-35.76,-35.76,-34.2,-149.25,-2292.31,3092.0,187.98,50.0,8.0,
"NewEleven Birthday Gifts for Women - Thank You Present, Christian Gifts for Women, Mom, Teacher - Inspirational Gift for Coworker - Handmade Positive Sunflower Doll Crochet with Card
COG: 2,23 / Price: 9,99",B0FCLHRJ36,2025-07-22,0M-ATAJ-MC5Y,4.0,,48.93,,-168.63,-168.63,,-,,-22.93,-8.92,-151.55,-151.55,-142.63,-309.73,-1698.99,,344.64,80.0,5.0,
"NewEleven Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron
COG: 3,92 / Price: 12,98",B08CDFWN1Q,2025-07-22,T7-POTQ-PD13,3.0,,47.94,,,,,-,,-19.11,-11.76,17.07,17.07,28.83,35.61,145.15,21319.0,,29.0,10.34,
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler
COG: 4,65 / Price: 14,99",B08R8SW1NM,2025-07-22,IW-9AEL-FYY3,3.0,,44.97,-1.5,,,,-,,-20.84,-13.95,8.68,8.68,22.63,19.3,62.22,20912.0,,13.0,23.08,
"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass
COG: 2,13 / Price: 9,99",B0BRCG7S9H,2025-07-22,2R-X9LF-IOEW,3.0,,29.97,,,,,-,,-16.29,-6.39,7.29,7.29,13.68,24.32,114.08,39890.0,,10.0,30.0,
"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler
COG: 3,5 / Price: 17,98",B0CKYJ8WLN,2025-07-22,FM-KSML-Z7CU,3.0,,53.94,,-17.57,-17.57,,-,,-22.56,-10.5,3.31,3.31,13.81,6.14,31.52,5441.0,32.57,23.0,13.04,
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler
COG: 3,69 / Price: 17,98",B0CLYRNFBT,2025-07-22,3N-MM56-1WA4,3.0,,47.97,,-5.74,-5.74,,-,,-21.57,-11.07,9.59,9.59,20.66,19.99,86.63,8717.0,11.97,14.0,21.43,
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass
COG: 2,32 / Price: 12,98",B0CZDV6J3V,2025-07-22,0B-GUIB-F6GL,3.0,,41.94,,,,,-,,-21.9,-6.96,13.08,13.08,20.04,31.19,187.93,90100.0,,25.0,12.0,
"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass
COG: 3,53 / Price: 14,99",B0D1GHNG9D,2025-07-22,DQ-DU5J-C7CQ,3.0,,38.97,,,,,-,,-20.1,-10.59,8.28,8.28,18.87,21.25,78.19,152213.0,,2.0,150.0,
"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass
COG: 2,46 / Price: 15,98",B0D1K731RT,2025-07-22,9U-YWFQ-3O7Z,3.0,1.0,47.94,,,,33.33,-,-13.87,-22.89,-7.38,3.8,3.8,11.18,7.93,51.49,9444.0,,37.0,8.11,
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler
COG: 3,45 / Price: 21,98",B0DH7PQ1RX,2025-07-22,7N-6OBC-K7DN,3.0,,59.94,,-26.31,-26.31,,-,,-22.35,-10.35,0.93,0.93,11.28,1.55,8.99,8709.0,43.89,13.0,23.08,
"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler
COG: 3,31 / Price: 19,98",B0DH87FYNN,2025-07-22,UM-NFPU-HUFM,3.0,1.0,59.94,,-20.12,-20.12,33.33,-,-17.34,-22.35,-9.93,-9.8,-9.8,0.13,-16.35,-98.69,3056.0,33.57,28.0,10.71,
"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament
COG: 1,8 / Price: 9,99",B0DRT3MK34,2025-07-22,87-ARXM-YV1I,3.0,,29.97,,-22.97,-22.97,,-,,-12.63,-5.4,-11.03,-11.03,-5.63,-36.8,-204.26,83423.0,76.64,25.0,12.0,
"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse
COG: 2,14 / Price: 16,98",B0DVSKBSWN,2025-07-22,GE-UCH3-MNIE,3.0,1.0,50.94,,,,33.33,-,-14.73,-20.88,-6.42,8.91,8.91,15.33,17.49,138.79,18551.0,,37.0,8.11,
"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler
COG: 3,5 / Price: 12,98",B0DWN2GX75,2025-07-22,P3-U5Q5-Y2JP,3.0,,38.94,,,,,-,,-18.9,-10.5,9.54,9.54,20.04,24.5,90.86,60202.0,,12.0,25.0,
"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse
COG: 1,97 / Price: 16,98",B0FBRBL1CQ,2025-07-22,O8-51RP-7R9U,3.0,,47.94,,-11.69,-11.69,,-,,-19.62,-5.91,10.72,10.72,16.63,22.36,181.39,18519.0,24.38,62.0,4.84,
"NewEleven Birthday Gifts For Women - Humorous Message, Funny Birthday Gift Card For Men, Women, Dad, Mom, Brother, Sister, Friends, Family - Greeting Card
COG: 0,39 / Price: 5,99",B0FC5MVV3Q,2025-07-22,H4-ZU99-Z57Y,3.0,,17.97,,-64.48,-64.48,,-,,-9.84,-1.17,-57.52,-57.52,-56.35,-320.09,-4916.24,8415.0,358.82,75.0,4.0,
"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card
COG: 0,39 / Price: 5,99",B0FC5XL613,2025-07-22,UU-WJ6M-WTFN,3.0,,17.97,,-23.75,-23.75,,-,,-9.84,-1.17,-16.79,-16.79,-15.62,-93.43,-1435.04,3092.0,132.16,41.0,7.32,
"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card
COG: 0,39 / Price: 6,99",B0FC5XQTBQ,2025-07-22,1A-JRBV-8HH8,3.0,,17.97,,-35.82,-35.82,,-,,-9.84,-1.17,-28.86,-28.86,-27.69,-160.6,-2466.67,8415.0,199.33,28.0,10.71,
"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card
COG: 0,39 / Price: 5,99",B0FC62VRRC,2025-07-22,OF-YAJT-Y5A4,3.0,,17.97,-0.3,-32.19,-32.19,,-,,-11.56,-1.17,-27.25,-27.25,-26.08,-151.64,-2329.06,3092.0,179.13,62.0,4.84,
"NewEleven Teacher Thank You Cards - Teachers Appreciation Gifts, Heartfelt Messeage, Meaningful Thank You Teacher Gifts From Student, Kids - Greeting Card
COG: 0,39 / Price: 4,99",B0FC6CL2XN,2025-07-22,DM-O5C7-TN8L,3.0,,14.97,,,,,-,,-9.36,-1.17,4.44,4.44,5.61,29.66,379.49,3077.0,,20.0,15.0,
"NEWELEVEN Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler
COG: 4,76 / Price: 19,98",B08Y8RZRHG,2025-07-22,31-PNFY-F78S,2.0,,39.96,,,,,-,,-14.9,-9.52,15.54,15.54,25.06,38.89,163.24,24041.0,,15.0,13.33,
"NewEleven Gift For Uncle From Niece, Nephew - Funny Unkie Gift, Uncle Birthday Gifts - Best Present For New Uncles, Funcle, Unky Announcement - 20 Oz Tumbler
COG: 4,29 / Price: 19,98",B097H6PJCN,2025-07-22,C5-L2Z6-TAT4,2.0,,39.96,-2.0,,,,-,,-15.38,-8.58,14.0,14.0,22.58,35.04,163.17,119674.0,,12.0,16.67,
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler
COG: 4,22 / Price: 19,98",B09ZYCD6GX,2025-07-22,1Q-FSNP-VBED,2.0,,39.96,,-22.47,-22.47,,-,,-14.9,-8.44,-5.85,-5.85,2.59,-14.64,-69.31,24036.0,56.23,41.0,4.88,
"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler
COG: 3,99 / Price: 22,98",B0B9RLH8RV,2025-07-22,HB-YPM1-SCJA,2.0,,45.96,,,,,-,,-15.9,-7.98,22.08,22.08,30.06,48.04,276.69,17211.0,,21.0,9.52,
"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count
COG: 2,55 / Price: 16,99",B0B9SF2R4R,2025-07-22,SB-OEYK-4VNP,2.0,,33.98,,,,,-,,-15.6,-5.1,13.28,13.28,18.38,39.08,260.39,27905.0,,10.0,20.0,
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler
COG: 3,83 / Price: 15,98",B0C9D2PHMH,2025-07-22,GX-USB4-E6T8,2.0,,31.96,,-16.46,-16.46,,-,,-14.38,-7.66,-6.54,-6.54,1.12,-20.46,-85.38,108110.0,51.5,16.0,12.5,
"NEWELEVEN 16 Oz Coffee Glass - Mom Birthday Gifts, Multicolor, Glass, 16 oz, Reusable, Insulated, Cylindrical, Casual, Cold Drinks, Christmas, Mother's Day, Birthday
COG: 2,31 / Price: 12,98",B0CBJSYJJS,2025-07-22,IV-16R1-T5AZ,2.0,,25.96,,,,,-,,-14.1,-4.62,7.24,7.24,11.86,27.89,156.71,27905.0,,9.0,22.22,
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass
COG: 2,4 / Price: 14,98",B0CJ2CNDQT,2025-07-22,92-KAM5-CE6S,2.0,,29.96,,,,,-,,-14.06,-4.8,11.1,11.1,15.9,37.05,231.25,27419.0,,16.0,12.5,
"NewEleven Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass
COG: 2,22 / Price: 9,99",B0CKYMNV39,2025-07-22,QE-7AYT-7B4M,2.0,,19.98,,,,,-,,-11.74,-4.44,3.8,3.8,8.24,19.02,85.59,39459.0,,20.0,10.0,
