Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage,Sponsored Display
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass
COG: 2,15 / Price: 14,98",B0CJ2CKDR8,2025-07-02,SE-AHQ6-UUXA,,1.0,,,,,∞,-,-8.3,,,-8.3,-8.3,-8.3,,,28987.0,,15.0,,
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Father, Step Papa, New Papa From Daughter - 20 Oz Tumbler
COG: 3,56 / Price: 17,98",B0CJLF7CW6,2025-07-02,JY-5OP2-ZVFB,,,,,,,,50,3.56,,,3.56,3.56,,,,10727.0,,2.0,,
"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Papa, Step Father, New Papa From Daughter - 20 Oz Tumbler
COG: 3,63 / Price: 19,98",B0CJLM3SV5,2025-07-02,5B-L34H-TU17,,,,,,,,-,,,,,,,,,10935.0,,1.0,,
"NewEleven 30th Birthday Gifts For Her Women - 1994 30th Birthday Decorations For Women - 30 Year Old Gifts Idea For Woman, Friends, Sister - 16 Oz Coffee Glass
COG: 2,21 / Price: 12,99",B0CKYM9HQW,2025-07-02,IC-RCY9-PJCV,,,,,,,,-,,,,,,,,,8266.0,,13.0,,
"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler
COG: 3,76 / Price: 16,99",B0CLYSGX7Q,2025-07-02,OA-DGFL-ZKWU,,,,,,,,-,,,,,,,,,5610.0,,8.0,,
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler
COG: 3,19 / Price: 19,98",B0CM5R5BDX,2025-07-02,WC-3I7C-6VN5,,,,,,,,-,,,,,,,,,10935.0,,4.0,,
"NewEleven 40th Birthday Gifts for Men Women - 1984 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat
COG:  / Price: 0",B0CM5RLDXX,2025-07-02,,,,,,,,,-,,,,,,,,,155250.0,,4.0,,
"NewEleven Dad Gifts - Birthday Gifts For Dad From Daughter - Husband Gift - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler
COG: 3,19 / Price: 15,98",B0CM5RY3QS,2025-07-02,J7-CYQ3-G6E8,,,,,,,,-,,,,,,,,,10053.0,,3.0,,
"NewEleven 60th Birthday Gifts For Women, Her - Vintage 1964 60th Birthday Decorations For Women - 60 Year Old Present Ideas For Wife, Mom, Grandma, Friends, Female - 16 Oz Wine Glass
COG: 4,6 / Price: 19,98",B0CM5SQT4T,2025-07-02,E3-HD9J-GXWE,,,,,,,,-,,,,,,,,,40143.0,,13.0,,
"NewEleven 50th Birthday Gifts For Men Women - 1974 50th Birthday Decorations - Gifts For Men Women Turning 50-50 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler
COG: 4,1 / Price: 18,98",B0CN93621G,2025-07-02,8D-V9PG-OCNF,,,,,,,,-,,,,,,,,,5606.0,,11.0,,
"NewEleven Fathers Day Gift For Dad, Men - Funny Birthday Gifts For Dad, Men, Car Guys - Unique Present Idea For Father, Papa, Husband, Uncle, Guys From Daughter, Son, Kids, Wife - 20 Oz Tumbler
COG: 3,93 / Price: 19,98",B0CNTFTNT9,2025-07-02,MO-1909-MXZY,,,,,,,,-,,,,,,,,,1953.0,,4.0,,
"NewEleven Gifts For Grandma - Grandma Gifts From Granddaughter, Grandson - Birthday Gift For Grandmother, Nana, Gigi, Mimi, Grammy From Grandchildren, Grandchild - 20 Oz Tumbler
COG: 3,62 / Price: 17,98",B0CQ2K12H3,2025-07-02,RR-GSRH-DCUL,,,,,,,,-,,,,,,,,,1953.0,,10.0,,
"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler
COG: 3,47 / Price: 19,98",B0CRDFWF44,2025-07-02,A5-0R5N-261B,,,,,-4.42,-4.42,,-,,,,-4.42,-4.42,-4.42,,,1986.0,,11.0,,
"NewEleven Gifts For Grandma - Grandmother Birthday Gifts, Gift for Grandma From Granddaughter Grandson - Presents For Nana, Gigi, Mimi, Grammy, New Grandmother - 20 Oz Tumbler
COG: 3,5 / Price: 16,98",B0CRKR75LJ,2025-07-02,XF-QHNV-2YN6,,,,,,,,-,,,,,,,,,1953.0,,9.0,,
"NewEleven 80th Birthday Gifts For Men Women - 1944 80th Birthday Decorations - Gifts For Men Women Turning 80-80 Year Old Gifts For Man, Woman - 20 Oz Tumbler
COG: 3,58 / Price: 19,98",B0CT8N6CSJ,2025-07-02,VN-NUNJ-RBKB,,,,,,,,-,,,,,,,,,2370.0,,12.0,,
"NewEleven 50th Birthday Gifts For Women - 1974 50th Birthday Decorations - Gifts For Women Turning 50-50 Year Old Gift For Woman - 20 Oz Tumbler
COG: 4,41 / Price: 21,98",B0CXXM1YD1,2025-07-02,S0-O0TX-WM8D,,,,,,,,-,,,,,,,,,172171.0,,1.0,,
"NewEleven Gifts For Him, Men - Fishing Gifts For Men, Dad, Cup Gift For Fisherman, Father - Dad Birthday Gift From Wife, Kids - 20 Oz Tumbler
COG: 3,41 / Price: 17,98",B0CY4HY9KC,2025-07-02,KK-1KUK-ZBSZ,,,,,,,,-,,,,,,,,,9992.0,,3.0,,
"NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Him - Grill Cooking BBQ Kitchen Chef Apron
COG: 2,63 / Price: 15,98",B0CY4VFW91,2025-07-02,7G-UBOK-AMA7,,,,,,,,,,,,,,,,,15034.0,,13.0,,
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass
COG: 2,61 / Price: 15,98",B0CYPWBV21,2025-07-02,SB-QEC6-U9NU,,,,,,,,-,,,,,,,,,8266.0,,5.0,,
"NewEleven Birthday Gifts for Women, Funny Present for Best Friend Women - My Last Nerve Candle - Unique Birthday Gifts for Woman, Her, Mom, BFF, Sister - 10 Oz Candle
COG: 4,3 / Price: 9,49",B0CYSGX6DF,2025-07-02,U2-T22R-L5YH,,,,,,,,-,,,,,,,,,185496.0,,1.0,,
"NewEleven Fathers Day Gift For Dad From Daughter Son Kids - Gift For Dad, Father, Step Father - Funny Birthday Gifts For Father - 20 Oz Tumbler
COG: 3,38 / Price: 19,98",B0CZRZTBMT,2025-07-02,DJ-XD9G-NIPY,,,,,,,,-,,,,,,,,,10845.0,,1.0,,
"NewEleven Gifts For Nurse - Nursing Graduation Gift For Women Her - Caregiver Appreciation Gifts, Nursing Student, New Nurses, Nurse Practitioner, RN - 16 Oz Coffee Glass
COG: 2,68 / Price: 9,99",B0D1GF81G8,2025-07-02,WJ-F0KW-EYOB,,,,,,,,-,,,,,,,,,33268.0,,13.0,,
"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass
COG: 3,53 / Price: 14,99",B0D1GHNG9D,2025-07-02,DQ-DU5J-C7CQ,,,,,,,,-,,-11.58,3.53,-8.05,-8.05,-11.58,,228.05,98087.0,,1.0,,
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For Godmom, Godparents - 16 Oz Coffee Glass
COG: 2,58 / Price: 17,98",B0D2NSHWZK,2025-07-02,J5-EJIM-0Y8E,,,,,-3.25,-3.25,,-,,,,-3.25,-3.25,-3.25,,,28987.0,,10.0,,
"NewEleven 21st Birthday Gifts For Women, Her - 2004 Birthday Decorations - 21 Year Old Gifts Ideas For Women, Her, Daughter, Sister, Best Friends - 16 Coffee Glass
COG: 3,66 / Price: 16,98",B0D39T2MVK,2025-07-02,73-AOV6-10DJ,,,,,,,,-,,,,,,,,,8260.0,,5.0,,
"NewEleven Witchy Gifts for Women, Witch Gifts, Witch Stuff, Witch Accessories - Birthday Halloween Presents for Women Witches Wiccan Her Friend Sister Daughter Female - 16 Oz Coffee Glass
COG: 2,65 / Price: 15,99",B0D5YGB4KV,2025-07-02,ZB-3CPZ-WSS8,,,,,,,,-,,,,,,,,,91398.0,,1.0,,
"NewEleven 50th Birthday Gifts For Women, 50th Birthday Decorations, 50 Years Old Gifts For Her, Sister, Mom, Bestie, 1975 Birthday Gift For Women, Fifties Wine Tumbler - 12 Oz Tumbler
COG: 3,84 / Price: 16,98",B0D5YHG24C,2025-07-02,V3-2DHI-A0G1,,,,,,,,-,,,,,,,,,5610.0,,9.0,,
"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Presents Ideas for Couple - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Gift 2024 - Ceramic Ornament
COG: 0,68 / Price: 7,99",B0D6144Q48,2025-07-02,1Z-298F-OLVI,,,,,,,,-,,,,,,,,,68513.0,,1.0,,
"NewEleven Gifts New Home - Best Housewarming Gifts 2025, Housewarming Gift - Presents for Homeowners, First House Gift - New Home Candle
COG: 4,7 / Price: 15,98",B0D6GGZ5TL,2025-07-02,IV-JPRM-B4VI,,,,,,,,-,,,,,,,,,200648.0,,8.0,,
"NewEleven Teacher Appreciation Gifts - Difference Maker Gift for Friend, Co-Worker, Boss - Motivational, Graduation Gifts for Women - Goodbye Gift for Coworkers - Scented Candle
COG: 5,58 / Price: 15,98",B0D72QM578,2025-07-02,8M-I3B0-E0CI,,,,,,,,-,,,,,,,,,201841.0,,1.0,,
"NewEleven Pregnancy Announcement for Husband Wife Family, Gender Reveal Gifts, Pregnancy Gifts for Expecting Mom, for New Mom, New Dad, New Parents - Ornament
COG: 0,9 / Price: 7,99",B0D72Z4996,2025-07-02,FB-GMDU-EXTV,,,,,,,,-,,,,,,,,,68057.0,,3.0,,
"NewEleven Gifts for Book Lovers, Reading Accessories Gift, Bookish Gifts Candles for Women Her, Books Club Gift, Bookish Items Presents for Readers Librarians Bookworm - Reading Book Candle
COG: 6,74 / Price: 17,98",B0D83SHR3X,2025-07-02,G3-8OQB-7E7S,,,,,,,,-,,,,,,,,,185509.0,,1.0,,
"NewEleven Gifts for Couple Gifts, 40 Scratch Off Date Night Ideas - Couple Games, for Boyfriend, Girlfriend - Wedding Gifts for Couples 2025 - Scratch Off Card Game
COG: 4,07 / Price: 5,99",B0DBQ2YF28,2025-07-02,RV-RE7W-OSYS,,,,,,,,-,,,,,,,,,451233.0,,1.0,,
"NewEleven 1 Year Anni Gifts for Boyfriend, One Year Anniversary Candle for Men, Him, Husband - Happy Anniversary for Couple Bf Gifts - 8 Oz Cedar Candle
COG: 4,89 / Price: 14,99",B0DFBX61CJ,2025-07-02,V8-5K55-AR6R,,,,,,,,-,,,,,,,,,45269.0,,9.0,,
"NewEleven Christmas Book Lovers Gifts, Bookshelf Decor Present for Book Lovers Women, Librarian Gifts - Bookish Items Décor - Ceramic Christmas Orrnament
COG: 1,1 / Price: 3,99",B0DJY12521,2025-07-02,YS-AGM5-SUV4,,,,,,,,-,,,,,,,,,525181.0,,1.0,,
"NewEleven Family Christmas Ornaments 2025, Decorations Indoor, Mom, Dad, Sister, Brother - Family Tree Funny Decor - Ceramic Christmas Ornaments
COG: 0,9 / Price: 5,99",B0DJY14TYV,2025-07-02,T1-PJGN-ZDTZ,,,,,,,,-,,,,,,,,,294444.0,,3.0,,
"NewEleven Gifts for Friends, BFF, Coworker for Women, Appreciation Gifts, Thank You for Women - Best Friend Birthday Gift - Glass Christmas Ornament 2025
COG: 2 / Price: 7,99",B0DJY2BVJB,2025-07-02,R8-Q5WC-138Q,,,,,,,,-,,,,,,,,,604976.0,,1.0,,
"NewEleven Thank You Gifts for Women, Nurses, Teacher, Coworker, Friends - Gift for Women, Appreciation Present for Coworkers, Farewell, BFF, Woman, Men - Glass Christmas Ornaments
COG: 1,9 / Price: 5,99",B0DJY7689G,2025-07-02,2F-J6P4-R5IG,,,,,,,,-,,,,,,,,,294444.0,,2.0,,
"NewEleven Christmas Decorations Indoor - Family Christmas Ornaments 2025 for Mom, Dad, Sister, Brother - Funny Ceramic Tree Décor
COG: 0,9 / Price: 5,99",B0DK155YN3,2025-07-02,MW-Y980-J1MX,,,,,,,,-,,,,,,,,,294444.0,,1.0,,
"NewEleven Baseball Gifts Ceramic Christmas Tree Ornament for Lovers - Some Boy Funny Ornament - Present for Boys, Decor - 2025 Christmas Ornaments
COG: 0,9 / Price: 5,99",B0DK16QK9D,2025-07-02,8R-DG4G-C218,,,,,,,,-,,,,,,,,,532235.0,,2.0,,
"NewEleven Engagement Gifts for Couples 2024 - First Christmas Engaged Gifts for Her - Engagement Gift for Newly Engaged Couples, Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments
COG: 2,09 / Price: 7,99",B0DK16SMD9,2025-07-02,Q6-R02W-6Y1G,,,,,,,,-,,,,,,,,,68057.0,,7.0,,
"NewEleven Gifts for Women, Friendship, Friends, Birthday Gift for Friends Female BFF Old Best Friends, Best Friend Ornament, Bestie Ornament
COG: 0,93 / Price: 7,99",B0DK2YP1FB,2025-07-02,JR-LLGY-N975,,,,,,,,-,,4.06,-1.86,2.2,2.2,4.06,,118.28,294444.0,,1.0,,
"NewEleven Retirement Ornament - Funny Retirement Gifts for Woman - Christmas Tree Decoration for Mom, Nurse, Teacher, Coworker & Friends
COG: 2,17 / Price: 7,99",B0DLVS7R7V,2025-07-02,O5-LD0Y-FJ4W,,,,,,,,-,,,,,,,,,294444.0,,1.0,,
"NewEleven Galentines Gifts for Friends, Book Ornament for Book Lovers - Book Lovers Gifts, for Readers, Nerd Gift - Glass Christmas Ornaments
COG: 2,06 / Price: 5,99",B0DLVSQM66,2025-07-02,89-VBMR-N64I,,,,,,,,-,,,,,,,,,532235.0,,2.0,,
"NewEleven Gifts for Women, Gift for Her, Mom, Friends, A Year of Promises of God Bible Scripture Memory Verse Cards Set of 52 - Christian, Religious, Inspirational Gifts for Women
COG: 3,5 / Price: 9,98",B0DQ42YY8T,2025-07-02,GQ-R013-PDDU,,,,,,,,-,,,,,,,,,173944.0,,5.0,,
"NewEleven Gifts For Him, Her - Valentines' Day Gifts for Men, Women, Boyfriend, Girlfriend, Husband, Wife, Birthday, Couple Presents for Him, Her - 14 Oz Self Stirring Mug
COG: 8,66 / Price: 15,99",B0DQ56WTWZ,2025-07-02,Y2-ATI0-B7OL,,,,,,,,-,,5.5,-17.32,-11.82,-11.82,5.5,,-68.24,218740.0,,4.0,,
"NewEleven Teacher Appreciation Gifts For Women, Thank You Gift for Teachers, Inspirational School Teacher Gifts from Students for Birthday, Retirement, Bible Jar For Teachers with 92 Bible Verses
COG: 2,33 / Price: 18,98",B0DVSJLHZN,2025-07-02,W1-8IDB-BZ73,,,,,,,,-,,,,,,,,,6549.0,,11.0,,
"NewEleven Gift For Teachers - Teacher Appreciation Gifts For Women, New Teachers - Teacher Gifts For Women From Student, Friends, Family And Coworker - 20 Oz Tumbler
COG: 3,42 / Price: 12,98",B0DYDZFRZD,2025-07-02,4E-EG59-NN41,,1.0,,,,,∞,-,-16.61,,,-16.61,-16.61,-16.61,,,45142.0,,7.0,,
"NewEleven Birthday Gifts for Dad from Daughter, Son, Wife - First Time Present for Father, Men, Girl Dads Hat - Trucker Hat
COG: 2,67 / Price: 17,98",B0DYJ45P7Q,2025-07-02,QF-PTRY-DG2W,,,,,,,,-,,,,,,,,,124167.0,,4.0,,
"NewEleven Gifts For Brother - Brother Birthday Gifts For Big, Little Brothers, Siblings, Bro In Law - Funny Brothers Gift From Sister, Bro - 20 Oz Tumbler
COG: 3,42 / Price: 16,98",B0F17BH4MM,2025-07-02,I2-7HVI-3WQ3,,,,,,,,-,,,,,,,,,33738.0,,3.0,,
"NewEleven Fathers Day Gift For Dad - Funny Present For Father, Men - Dad Birthday Gift, Unique Father Gifts From Daughter, Son, Kid, Wife - 20 Oz Tumbler Navy
COG: 3,5 / Price: 16,98",B0F17F23MZ,2025-07-02,R8-7X5D-8W4W,,,,,,,,-,,,,,,,,,33313.0,,1.0,,
"NewEleven Father's Day Gift For Husband - Husband Birthday Gifts, Anniversary Romantic Love Present Ideas For Him - Funny Present For Hubby, Him From Wife - 20 Oz Tumbler
COG: 3,42 / Price: 16,98",B0F17N58SN,2025-07-02,FN-TDOG-NQ7Z,,,,,,,,-,,,,,,,,,33738.0,,1.0,,
"NewEleven Gifts For Boyfriend - Birthday Present, Love Gift Ideas For Him, Boyfriends - Funny Boyfriend Gifts From Girlfriend, Lover - 20 Oz Tumbler
COG: 0 / Price: 16,98",B0F184GZ28,2025-07-02,LP-SW88-TZBB,,,,,,,,-,,,,,,,,,33313.0,,1.0,,
"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz
COG: 3,4 / Price: 22,98",B0F189PXWB,2025-07-02,L4-F4C9-QOS5,,,,,-0.75,-0.75,,-,,,,-0.75,-0.75,-0.75,,,36849.0,,4.0,,
"NewEleven Gifts For Dad - Funny Present For Father, Men - Dad Birthday Gift, Unique Father Gifts From Daughter, Son, Kid, Wife - 20 Oz Tumbler Black
COG:  / Price: 0",B0F1FWGNH8,2025-07-02,,,,,,,,,-,,,,,,,,,33313.0,,1.0,,
"NewEleven Gifts For Mom, Gifts Cards For Mommy From Daughter, Son, Kids - Funny Present For Birthday, Humorous Mom Greeting Card
COG: 0,42 / Price: 7,99",B0F2T6J36X,2025-07-02,JU-SXX5-LD1M,,,,,,,,-,,,,,,,,,4709.0,,1.0,,
"NewEleven Gifts For Mom From Daughter, Birthday Card For Mommy, Bonus Mom, Mother In Law - Cool Gifts For Mama From Daughter, Heartfelt Message To Mother - Greeting Card
COG: 0,42 / Price: 7,99",B0F2TB3Q7Q,2025-07-02,WZ-FOQA-VOQC,,,,,,,,-,,,,,,,,,4657.0,,1.0,,
"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother
COG: 0,42 / Price: 7,99",B0F2TC6CP7,2025-07-02,GI-HLHH-RG89,,,,,,,,-,,,,,,,,,4657.0,,5.0,,
"NewEleven Mother's Day Card, Mother Daughter Gift, Gifts For Mom From Daughter - Unique Mom Gift For Mother's Day, Heartfelt Message To Moms - Greeting Card
COG: 0,42 / Price: 7,99",B0F2TD6J1Q,2025-07-02,JR-0H6N-UXCH,,,,,,,,-,,,,,,,,,4709.0,,1.0,,
"NewEleven Mothers Day Card, Dog Mom Gifts For Women, Unique Moms Gift For Mother's Day, Cute Dog Mom Mother's Day Cards From Dogs, Puppy For Her Womens - Greeting Card
COG: 0,42 / Price: 5,99",B0F2TF1PWV,2025-07-02,EE-SVW5-ID5N,,,,,,,,-,,,,,,,,,4657.0,,3.0,,
"NewEleven Retirement Gifts - Retirement Gift for Woman, Farewell Gift, Goodbye Present for Men, Women - Going Away, Goodbye Gifts for Coworkers - Candle
COG: 3,8 / Price: 11,98",B0F3C9BMFZ,2025-07-02,WY-FHPL-MTWW,,,,,-1.8,-1.8,,-,,,,-1.8,-1.8,-1.8,,,45269.0,,9.0,,
"NewEleven Birthday Card For Dad - Fathers Day Gift, Dad Gifts From Daughter, Son, Wife - Funnny Present, Dads Gift Idea For Bonus Dads, Father, Father In Law - Greeting Card
COG: 0,44 / Price: 7,99",B0F59S8H6T,2025-07-02,IA-GG14-LH7P,,,,,,,,-,,,,,,,,,4687.0,,1.0,,
"NewEleven Gifts For Dad - Fathers Day Card For Dad, Birthday Present For Dads, Bonus Dads - Fathers Day Card From Daughter, Son, Kid, Wife - Humorous Greeting Card
COG: 0,44 / Price: 4,99",B0F59S997T,2025-07-02,F0-2QAC-J9UH,,,,,,,,-,,,,,,,,,4709.0,,1.0,,
"NewEleven Gifts For Dad Birhtday - Gifts For Dad, Funny Present From Kids, Daughter, Son - Unique Gift, Birthday Card For Father, Step Father - Greeting Card
COG: 0,44 / Price: 7,99",B0F59VGSY3,2025-07-02,P2-IYY6-4I6R,,1.0,,,,,∞,-,-6.64,,,-6.64,-6.64,-6.64,,,4687.0,,1.0,,
"NewEleven Birthday Card For Dad - Fathers Day Gift, Heartfelt Present For Dads, Bonus Dads, Father In Law - Dad Birthday Gift From Daughter, Son, Kid, Wife - Greeting Card
COG: 0,44 / Price: 7,99",B0F59VGXBY,2025-07-02,4N-OLIJ-V92Z,,,,,,,,-,,,,,,,,,4709.0,,2.0,,
"NewEleven Step Dad Gifts - Father's Day Gifts From Stepson, Daughter - Bonus Dad Card Fathers Day, Funny Gift For Step Dads, Bonus Dads - Humorous Greeting Card
COG: 0,44 / Price: 7,99",B0F59VQYH5,2025-07-02,7S-2VCY-1SM3,,,,,,,,-,,,,,,,,,4657.0,,1.0,,
"NewEleven Father's Day Gifts - Gifts For Dad, Birthday Gift, Funny Present For Dads, Bonus Dads - Dad Birthday Card From Daugther, Son, Kid - Humorous Greeting Card
COG: 0,44 / Price: 7,99",B0F59VRD37,2025-07-02,NB-CCIF-JJB6,,,,,,,,-,,,,,,,,,4657.0,,1.0,,
"NewEleven Husband Gift - Romantic Gifts, Father's Day Gifts For Husband From Wife - Unique Present, Heartfelt Message, Fathers Day Card For Husbands - Greeting Card
COG: 0,44 / Price: 7,99",B0F59VYMYR,2025-07-02,4N-UKMX-U3ON,,1.0,,,,,∞,,-8.74,,,-8.74,-8.74,-8.74,,,4709.0,,,,
"NewEleven New Dad Gifts First Time - Fathers Day Card, First Fathers Day Gift For New Dad - Heartfelt Messesage, Unique Present For Husband From Wife, Family - Greeting Card
COG: 0,44 / Price: 7,99",B0F59WGVDP,2025-07-02,9F-QK3Z-J55J,,,,,,,,-,,,,,,,,,4709.0,,2.0,,
"NewEleven Dad Birthday Gift - Meaningful Present For Dads, Bonus Dads - Cute Dad Birthday Card, Fathers Day Card From Son, Daughter, Favorite Kids - Greeting Card
COG: 0,44 / Price: 7,99",B0F59X5XB6,2025-07-02,BQ-8IHB-2PJV,,,,,,,,-,,,,,,,,,4709.0,,2.0,,
"NewEleven Gifts For Son - Meaningful Fathers Day Card For Son From Mom And Dad - Unique Present, Heartfelt Messeage, Father's Day Gifts For Sons, Dad First Time - Greeting Card
COG: 0,44 / Price: 7,99",B0F59X7WSH,2025-07-02,H2-9Z1Y-AGEF,,,,,,,,,,,,,,,,,4687.0,,5.0,,
"NewEleven Dad Birthday Card - Gifts For Dad From Daughter, Son, Kid - Father's Day Gift Idea For Dads, Bonus Dads - Humorous Greeting Card
COG: 0,44 / Price: 7,99",B0F59YJV71,2025-07-02,50-79MF-SYWH,,,,,-9.64,-9.64,,-,,,,-9.64,-9.64,-9.64,,,4709.0,,15.0,,
"NewEleven Funny Dad Birthday Gift from Daughter, Son, Kids – Humorous Card for Daddy, Bonus Dad, Father-in-Law – Great for Father’s Day, Birthday, Just Because – Sentimental Greeting Card
COG: 0,44 / Price: 7,99",B0F59YVGWG,2025-07-02,8P-L50D-6IVR,,,,,,,,-,,,,,,,,,4657.0,,3.0,,
"NewEleven Grandpa Gifts - Grandpa Birthday Gifts, Gift For Grandparents From Kids, Child - Birthday Gift, Heartfelt Message, Fathers Day Card For Grandpa, Papa - Greeting Card
COG: 0,44 / Price: 7,99",B0F59Z29ZR,2025-07-02,OQ-C9LE-D894,,,,,,,,-,,,,,,,,,4657.0,,5.0,,
"NewEleven Gifts For Dad - Dad Birthday Card, Funny Present, Fathers Day Card For Dads From Daughter, Son, Kids - Unique Birthday, Father's Day Gift - Humorous Greeting Cards
COG: 0,44 / Price: 7,99",B0F5B1ZFQW,2025-07-02,92-DVSY-QP6W,,,,,,,,-,,,,,,,,,4709.0,,2.0,,
"NewEleven Father's Day Gifts, Dog Dad Gifts For Men, Unique Dads Gift For Father's Day, Cute Fathers Day Card From Dog, Puppy For Men Husband - Greeting Card
COG: 0,43 / Price: 7,99",B0F7LJYVN5,2025-07-02,PU-6IQ0-1725,,1.0,,,,,∞,100,-12.69,,,-12.69,-12.69,-13.12,,,4709.0,,1.0,,
"NewEleven Uncle Birthday Gifts - Gift For Uncle, Funcle - Meaningful Present, Birthday Gift For Uncles From Newphew, Niece, Kids - Bible Jar
COG: 2,62 / Price: 17,98",B0F7WYS1R1,2025-07-02,YA-B9EW-YOZ9,,,,,,,,-,,,,,,,,,6549.0,,19.0,,
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler
COG: 3,29 / Price: 19,98",B0DH7YGD9Q,2025-07-07,EC-NYJH-0YZA,40.0,1.0,799.2,-1.0,-441.27,-441.27,2.5,100,-14.05,-297.84,-131.6,-86.56,-86.56,41.75,-10.83,-65.78,2820.0,55.21,207.0,19.32,
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler
COG: 3,5 / Price: 22,98",B0F18PVLJ1,2025-07-07,WD-3UXP-TSPV,39.0,,896.22,-3.45,-336.65,-336.65,,-,,-325.04,-136.5,94.58,94.58,231.08,10.55,69.29,11137.0,37.56,168.0,23.21,
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass
COG: 2,8 / Price: 15,98",B0CRVTN11L,2025-07-07,Y1-7KOS-V5KR,34.0,,543.32,,-144.97,-144.97,,100,2.8,-259.42,-95.2,46.53,46.53,138.93,8.56,48.88,6133.0,26.68,266.0,12.78,
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass
COG: 4,48 / Price: 22,98",B0DH88L44J,2025-07-07,3E-J0TV-6W9S,29.0,2.0,666.42,-3.45,-213.43,-213.43,6.9,,-40.22,-301.57,-129.92,-22.17,-22.17,107.75,-3.33,-17.06,10772.0,32.03,163.0,17.79,
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass
COG: 1,96 / Price: 22,98",B0F18CMJ3L,2025-07-07,CU-4EWE-9UH1,27.0,2.0,620.46,,-175.49,-175.49,7.41,-,-40.22,-225.45,-52.92,126.38,126.38,179.3,20.37,238.81,15947.0,28.28,122.0,22.13,
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler
COG: 3,26 / Price: 21,98",B0DM63J16N,2025-07-07,CB-D2S7-7LAE,23.0,2.0,505.54,-2.2,-119.79,-119.79,8.7,100,-35.06,-178.57,-74.98,94.94,94.94,166.66,18.78,126.62,2820.0,23.7,119.0,19.33,
