Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler COG: 3,21 / Price: 17,98",B0CYS94K31,2025-07-10,75-LNB7-IBAL,3.0,,4314.0,,-2861.0,-2861.0,,,,,-1959.0,-963.0,-1469.0,-1469.0,-506.0,-3405.0,-15254.0,,6632.0,33.0,909.0
"NewEleven Birthday Gifts for Women, Funny Present for Best Friend Women - My Last Nerve Candle - Unique Birthday Gifts for Woman, Her, Mom, BFF, Sister - 10 Oz Candle COG: 4,3 / Price: 9,49",B0CYSGX6DF,2025-07-10,U2-T22R-L5YH,1.0,,949.0,,-236.0,-236.0,,,,,-534.0,-43.0,-251.0,-251.0,179.0,-2645.0,-5837.0,,2487.0,10.0,1000.0
"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Party, Engagement Gift For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass COG: 2,35 / Price: 9,99",B0CYSTZG5R,2025-07-10,UH-A4QB-NCR6,3.0,1.0,2397.0,,,,,3333.0,,-874.0,-1662.0,-705.0,-844.0,-844.0,-139.0,-3521.0,-11972.0,,,13.0,2308.0
"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass COG: 2,32 / Price: 13,98",B0CZDV6J3V,2025-07-10,0B-GUIB-F6GL,5.0,,4995.0,,-1005.0,-1005.0,,,,,-2935.0,-116.0,-105.0,-105.0,1055.0,-210.0,-905.0,,2012.0,45.0,1111.0
"NewEleven Fathers Day Gift For Dad From Daughter Son Kids - Gift For Dad, Father, Step Father - Funny Birthday Gifts For Father - 20 Oz Tumbler COG: 3,38 / Price: 19,98",B0CZRZTBMT,2025-07-10,DJ-XD9G-NIPY,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Nurse - Nursing Graduation Gift For Women Her - Caregiver Appreciation Gifts, Nursing Student, New Nurses, Nurse Practitioner, RN - 16 Oz Coffee Glass COG: 2,68 / Price: 9,99",B0D1GF81G8,2025-07-10,WJ-F0KW-EYOB,1.0,,799.0,,,,,,,,-554.0,-268.0,-23.0,-23.0,245.0,-288.0,-858.0,,,19.0,526.0
"NewEleven 40th Birthday Gifts Women Men - 1985 40th Birthday Decorations For Men Women - Gifts For Men Women Turning 40-40 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,43 / Price: 14,98",B0D1GH6WJ6,2025-07-10,ZV-XJ69-4UIW,,,,,,,,,,,,,,,,,,,,8.0,
"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass COG: 3,53 / Price: 12,99",B0D1GHNG9D,2025-07-10,DQ-DU5J-C7CQ,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass COG: 2,46 / Price: 15,98",B0D1K731RT,2025-07-10,9U-YWFQ-3O7Z,5.0,,671.0,,,,,,,,-3603.0,-123.0,1877.0,1877.0,3107.0,2797.0,15260.0,,,52.0,962.0
"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For Godmom, Godparents - 16 Oz Coffee Glass COG: 2,58 / Price: 17,98",B0D2NSHWZK,2025-07-10,J5-EJIM-0Y8E,,,,,-15.0,-15.0,,,,,,,-150.0,-150.0,-15.0,,,,,11.0,
"NewEleven 21st Birthday Gifts For Women, Her - 2004 Birthday Decorations - 21 Year Old Gifts Ideas For Women, Her, Daughter, Sister, Best Friends - 16 Coffee Glass COG: 3,66 / Price: 16,98",B0D39T2MVK,2025-07-10,73-AOV6-10DJ,,,,,,,,,,,,,,,,,,,,12.0,
"NewEleven Witchy Gifts for Women, Witch Gifts, Witch Stuff, Witch Accessories - Birthday Halloween Presents for Women Witches Wiccan Her Friend Sister Daughter Female - 16 Oz Coffee Glass COG: 2,65 / Price: 15,99",B0D5YGB4KV,2025-07-10,ZB-3CPZ-WSS8,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven 50th Birthday Gifts For Women, 50th Birthday Decorations, 50 Years Old Gifts For Her, Sister, Mom, Bestie, 1975 Birthday Gift For Women, Fifties Wine Tumbler - 12 Oz Tumbler COG: 3,84 / Price: 16,98",B0D5YHG24C,2025-07-10,V3-2DHI-A0G1,,,,,,,,,,,,,,,,,,,,15.0,
"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Presents Ideas for Couple - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Gift 2024 - Ceramic Ornament COG: 0,68 / Price: 7,99",B0D6144Q48,2025-07-10,1Z-298F-OLVI,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Gifts New Home - Best Housewarming Gifts 2025, Housewarming Gift - Presents for Homeowners, First House Gift - New Home Candle COG: 4,7 / Price: 15,98",B0D6GGZ5TL,2025-07-10,IV-JPRM-B4VI,2.0,,3196.0,,,,,,,,-1526.0,-94.0,730.0,730.0,167.0,2284.0,7766.0,,,16.0,1250.0
"NewEleven Canvas Book Tote Bag Gifts For Readers, Novel Lovers Gift, Bookish Gifts - Gift For Book Lovers Readers Nerds Bookworm Librarian Women - Bookish Items, Reading Accessories COG: 3,17 / Price: 9,99",B0D6NQ8KL6,2025-07-10,9K-KRK1-ALN8,1.0,,799.0,,-471.0,-471.0,,,,,-445.0,-317.0,-434.0,-434.0,-117.0,-5432.0,-13691.0,,5895.0,6.0,1667.0
"NewEleven Teacher Appreciation Gifts - Difference Maker Gift for Friend, Co-Worker, Boss - Motivational, Graduation Gifts for Women - Goodbye Gift for Coworkers - Scented Candle COG: 5,58 / Price: 15,98",B0D72QM578,2025-07-10,8M-I3B0-E0CI,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Pregnancy Announcement for Husband Wife Family, Gender Reveal Gifts, Pregnancy Gifts for Expecting Mom, for New Mom, New Dad, New Parents - Ornament COG: 0,9 / Price: 7,99",B0D72Z4996,2025-07-10,FB-GMDU-EXTV,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Thank You Gifts Difference Maker - Christmas, Birthday Gifts for Women, Men - Teacher Appreciation Gift, Graduation Gift, Retirement Present for Woman, Ceramic Ornament COG: 1,07 / Price: 6,99",B0D739JLH2,2025-07-10,6K-L9YU-Z8JE,,,,,,,,,,,174.0,-107.0,67.0,67.0,174.0,,6262.0,,,1.0,
"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler COG: 3,16 / Price: 12,98",B0D79751XN,2025-07-10,BA-CM7Z-VMQN,4.0,,3996.0,,,,,,,,-2012.0,-1264.0,720.0,720.0,1984.0,1802.0,5696.0,,,8.0,5000.0
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98",B0D7HMXCSP,2025-07-10,UB-TA3P-4YBQ,35.0,,5593.0,-815.0,,,,,100.0,499.0,-26571.0,-17465.0,11578.0,11578.0,28544.0,2070.0,6629.0,,,216.0,1620.0
"NewEleven Baby's First Christmas Ornament 2024 - Baby Picture Frame Newborn Gift, First Time Parents Present, Family of Three First for New Parents - Double-Sided Printing Photo Frame Ornament COG: 1,34 / Price: 7,99",B0D7MXLVWS,2025-07-10,4J-GBRB-06UY,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Pet Memorial Gifts for Dogs, Cat Loss Gift - Dog Remembrance, Loss of Pet Sympathy Gifts, Pet Passing Away Gift, Rainbow Bridge Dog Remembrance Presents - Memorial Candle COG: 6,1 / Price: 15,98",B0D82XJDLM,2025-07-10,U6-ZP01-FHVD,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Retirement Candle - Funny Retirement Gift for Woman - Retired Gift Idea for Mom, Nurse, Teacher, Coworker & Friends - Scented Candle COG: 4,66 / Price: 15,98",B0D831XY4Y,2025-07-10,8G-IBWS-BHP3,4.0,,5112.0,,-696.0,-696.0,,,,,-2992.0,-1864.0,-440.0,-440.0,1424.0,-861.0,-2361.0,,1362.0,12.0,3333.0
"NewEleven Gifts for Book Lovers, Reading Accessories Gift, Bookish Gifts Candles for Women Her, Books Club Gift, Bookish Items Presents for Readers Librarians Bookworm - Reading Book Candle COG: 6,74 / Price: 17,98",B0D83SHR3X,2025-07-10,G3-8OQB-7E7S,1.0,,1798.0,,,,,,,,-796.0,-674.0,328.0,328.0,1002.0,1824.0,4866.0,,,6.0,1667.0
"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle COG: 4,55 / Price: 17,98",B0D9L8P1XL,2025-07-10,1G-WJN6-34JP,17.0,,16983.0,-21.0,-145.0,-145.0,,,,,-9943.0,-7735.0,-2355.0,-2355.0,538.0,-1387.0,-3045.0,,854.0,56.0,3036.0
"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass COG: 2,23 / Price: 12,99",B0DCJM56W3,2025-07-10,SG-SV6L-3ILW,15.0,,14985.0,-7.0,-3275.0,-3275.0,,,,,-7939.0,-3345.0,356.0,356.0,3701.0,238.0,1064.0,,2186.0,76.0,1974.0
"NewEleven Gifts For Mom, New Mom – 2025 Pregnancy Gifts For First Time Mother, Pregnant, Expecting Mama, Mother To Be, Mama, Mommy To Be - 16 Oz Coffee Glass COG: 1,7 / Price: 12,99",B0DCJQ2SKV,2025-07-10,F5-C0C3-Z1JN,3.0,,3897.0,,,,,,,,-1622.0,-51.0,1765.0,1765.0,2275.0,4529.0,34608.0,,,27.0,1111.0
"NewEleven 1 Year Anni Gifts for Boyfriend, One Year Anniversary Candle for Men, Him, Husband - Happy Anniversary for Couple Bf Gifts - 8 Oz Cedar Candle COG: 4,89 / Price: 14,99",B0DFBX61CJ,2025-07-10,V8-5K55-AR6R,,,,,,,,,,,,,,,,,,,,13.0,
"NEWELEVEN Retirement Angel Figurine 2024 - Retirement Gift for Women, Nurse, Teacher, Doctor - Classic, Light Color COG: 3,16 / Price: 25,99",B0DFBYSQTQ,2025-07-10,ZF-L7XO-E9LR,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass COG: 2,11 / Price: 15,98",B0DGGDN9WS,2025-07-10,SZ-GAM6-6BB0,18.0,2.0,23004.0,-639.0,-4195.0,-4195.0,,1111.0,,-2796.0,-12515.0,-3798.0,-939.0,-939.0,2859.0,-408.0,-2472.0,,1824.0,65.0,2769.0
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98",B0DGGDX9P5,2025-07-10,EI-6RN9-0Z0A,33.0,,44814.0,-34.0,-13481.0,-13481.0,,,,,-23506.0,-6567.0,920.0,920.0,7487.0,205.0,1401.0,,3008.0,157.0,2102.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,45 / Price: 21,98",B0DH7PQ1RX,2025-07-10,7N-6OBC-K7DN,2.0,,3196.0,-8.0,-3805.0,-3805.0,,,,,-1345.0,-69.0,-2724.0,-2724.0,-2034.0,-8523.0,-39478.0,,11906.0,24.0,833.0
"NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler COG: 3,31 / Price: 21,98",B0DH7X6R1J,2025-07-10,YJ-F5N3-DGJ5,13.0,1.0,22854.0,-528.0,-5786.0,-5786.0,,769.0,100.0,-1593.0,-7628.0,-4303.0,3016.0,3016.0,6988.0,1320.0,7009.0,,2532.0,88.0,1477.0
"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass COG: 4,26 / Price: 12,99",B0DH7Y6RDX,2025-07-10,IC-D6DJ-S9KY,4.0,1.0,3996.0,,,,,2500.0,,-1137.0,-25.0,-1704.0,-1345.0,-1345.0,359.0,-3366.0,-7893.0,,,36.0,1111.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98",B0DH7YGD9Q,2025-07-10,EC-NYJH-0YZA,72.0,2.0,,-24.0,-23973.0,-23973.0,,278.0,6667.0,-2321.0,-47566.0,-23688.0,17268.0,17268.0,40298.0,1501.0,7290.0,,2084.0,233.0,3090.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,45 / Price: 21,98",B0DH83T7MF,2025-07-10,RP-GISO-TOFC,1.0,,1598.0,,-2849.0,-2849.0,,,,,-719.0,-345.0,-2315.0,-2315.0,-197.0,-14487.0,-67101.0,,17829.0,36.0,278.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98",B0DH86X93V,2025-07-10,Z0-L1YB-49DF,22.0,,35156.0,,-7687.0,-7687.0,,,,,-14938.0,-7238.0,5293.0,5293.0,12531.0,1506.0,7313.0,,2187.0,67.0,3284.0
"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,31 / Price: 19,98",B0DH87FYNN,2025-07-10,UM-NFPU-HUFM,10.0,,1638.0,-8.0,-6506.0,-6506.0,,,100.0,662.0,-6843.0,-331.0,303.0,303.0,2951.0,185.0,915.0,,3972.0,65.0,1538.0
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98",B0DH88L44J,2025-07-10,3E-J0TV-6W9S,60.0,3.0,,-92.0,-28495.0,-28495.0,,500.0,6667.0,-5312.0,-57952.0,-2688.0,-8359.0,-8359.0,17625.0,-752.0,-3110.0,,2563.0,257.0,2335.0
"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat COG: 1,99 / Price: 17,98",B0DHC2C1S4,2025-07-10,S1-6FQM-HSP6,10.0,1.0,1438.0,-46.0,-1413.0,-1413.0,,1000.0,,-1649.0,-7364.0,-199.0,1504.0,1504.0,3494.0,1046.0,7558.0,,983.0,20.0,5000.0
"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat COG: 1,89 / Price: 16,98",B0DHC932W2,2025-07-10,HO-F3TN-5J1L,3.0,,4674.0,,-3069.0,-3069.0,,,100.0,189.0,-2336.0,-567.0,-1109.0,-1109.0,-731.0,-2373.0,-19559.0,,6566.0,31.0,968.0
"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,35 / Price: 21,98",B0DHCFTYVW,2025-07-10,06-AGXV-L5EK,,,,,,,,,,,,,,,,,,,,12.0,
"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler COG: 3,32 / Price: 19,98",B0DHCGTL3R,2025-07-10,DF-AWOB-F9BG,8.0,,13184.0,,-695.0,-695.0,,,,,-5498.0,-2656.0,-1920.0,-1920.0,736.0,-1456.0,-7229.0,,5272.0,76.0,1053.0
"NewEleven My First Christmas, Picture Frame for New Parents Gifts, Babys First Christmas Ornament 2024 Girl Boy - New Baby Double Sided Picture Frame Ornament COG: 1,38 / Price: 6,99",B0DJT47X1F,2025-07-10,AT-3DYE-H0LB,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Family Christmas Ornaments 2025, Decorations Indoor, Mom, Dad, Sister, Brother - Family Tree Funny Decor - Ceramic Christmas Ornaments COG: 0,9 / Price: 5,99",B0DJY14TYV,2025-07-10,T1-PJGN-ZDTZ,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts for Mom from Daughter, Gift from Mom, Mommy, Birthday Gift for Mother, Mothers Present - The Love Between Mother and Daughter - Christmas Ornaments COG: 0,95 / Price: 5,99",B0DJY5ZSY9,2025-07-10,B0-97Q9-I1A3,,,,,,,,,,,2958.0,-1615.0,1343.0,1343.0,2958.0,,8316.0,,,1.0,
"NewEleven Thank You Gifts for Women, Nurses, Teacher, Coworker, Friends - Gift for Women, Appreciation Present for Coworkers, Farewell, BFF, Woman, Men - Glass Christmas Ornaments COG: 1,9 / Price: 5,99",B0DJY7689G,2025-07-10,2F-J6P4-R5IG,5.0,,2995.0,,,,,,,,-195.0,-95.0,95.0,95.0,1045.0,317.0,1000.0,,,2.0,25000.0
"NewEleven Godmother Proposal Gift - Will You Be My Godmother - Present from Godchild - Glass Christmas Ornaments COG: 1,9 / Price: 4,99",B0DJY9BWQ4,2025-07-10,8M-N6Y2-Z802,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Birthday Gifts for Women, Inspirational Gift, Little Reminder, Unique Present for Women, Encouragement Gift, Teacher Appreciation Gifts - Ceramic Christmas Ornaments COG: 0,93 / Price: 9,99",B0DJYC5Y9Q,2025-07-10,9V-TCLV-MOMR,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts for Dad, Love You Dad Gift Keepsake, Father Birthday Gift, Fun Birthday Gifts for Papa from Daughter, Son - Glass Heart Christmas Ornament COG: 2,16 / Price: 7,99",B0DJZ5B6YZ,2025-07-10,X7-HY6C-XQAD,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Women - Friend Gifts Ornaments 2025 - Friendship Gifts for Friends, Birthday Gift for Women, Besties, Soul Sisters - Ceramic Christmas Ornaments COG: 0,91 / Price: 4,99",B0DK16MCXG,2025-07-10,JC-JJYR-OWD3,1.0,,499.0,,,,,,,,-312.0,-91.0,96.0,96.0,187.0,1924.0,10549.0,,,3.0,3333.0
"NewEleven Engagement Gifts for Couples 2024 - First Christmas Engaged Gifts for Her - Engagement Gift for Newly Engaged Couples, Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments COG: 2,09 / Price: 7,99",B0DK16SMD9,2025-07-10,Q6-R02W-6Y1G,1.0,,638.0,,,,,,,,-397.0,-209.0,32.0,32.0,241.0,502.0,1531.0,,,16.0,625.0
"NewEleven Gifts for Women, Friendship, Friends, Birthday Gift for Friends Female BFF Old Best Friends, Best Friend Ornament, Bestie Ornament COG: 0,93 / Price: 7,99",B0DK2YP1FB,2025-07-10,JR-LLGY-N975,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven for Boy Mom - Pregnancy Gifts, Gender Reveal Idea for Pregnant, Expecting Mother, Mama, Mom to Be, Mommy to Be - Baby Boy Announcement Gift Ceramic Ornament COG: 0,94 / Price: 6,99",B0DLT3SDLB,2025-07-10,E4-PNYA-O0P7,1.0,,499.0,-35.0,,,,,,,-306.0,-94.0,64.0,64.0,158.0,1283.0,6809.0,,,3.0,3333.0
"NewEleven for Aunt from Niece, Nephew for Auntie, Sister - Auntie Announcement, Promoted to Aunt, Best Aunts Ever Gift - Christmas Tree Decoration Ceramic Ornament COG: 0,94 / Price: 6,99",B0DLV7X769,2025-07-10,DH-DI42-NMFV,,,,,-16.0,-16.0,,,,,,,-160.0,-160.0,-16.0,,,,,2.0,
"NewEleven Godmother Gifts for Christmas, Godmom Proposal Gift - Will You Be My Godmother - Mom Present from Godchild - Christmas Ornament 2025 COG: 0,94 / Price: 4,99",B0DLVRTFN9,2025-07-10,64-SAL7-XCWT,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven for Girl Mom - Pregnancy Gifts, Gender Reveal Idea for Pregnant, Expecting Mother, Mama, Mom to Be, Mommy to Be, First Time Mama - Ceramic Christmas Ornaments COG: 0,94 / Price: 6,99",B0DLVSLFY6,2025-07-10,RZ-LTWM-2Q4L,2.0,,1398.0,-98.0,,,,,,,-674.0,-188.0,438.0,438.0,626.0,3133.0,23298.0,,,1.0,20000.0
"NewEleven Galentines Gifts for Friends, Book Ornament for Book Lovers - Book Lovers Gifts, for Readers, Nerd Gift - Glass Christmas Ornaments COG: 2,06 / Price: 5,99",B0DLVSQM66,2025-07-10,89-VBMR-N64I,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler COG: 3,58 / Price: 21,98",B0DM61B4F2,2025-07-10,1Y-PY2P-6Q4W,6.0,,10548.0,,-2406.0,-2406.0,,,,,-423.0,-2148.0,1764.0,1764.0,3912.0,1672.0,8212.0,,2281.0,46.0,1304.0
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98",B0DM63J16N,2025-07-10,CB-D2S7-7LAE,22.0,1.0,39996.0,-484.0,-14331.0,-14331.0,,455.0,100.0,-1598.0,-1565.0,-7172.0,761.0,761.0,7607.0,190.0,1061.0,,3583.0,111.0,1982.0
"NewEleven House Warming Gifts, New Home Ornament 2025, Dream Home Gift Ideas Decor - Welcome Home Gifts, Housewarming Gift New Home, Best Housewarming Presents 2025 - Glass Ornament COG: 2,33 / Price: 9,99",B0DPM5JXP7,2025-07-10,BK-7AQP-YXO7,25.0,,12725.0,-255.0,-5204.0,-5204.0,,,,,-9335.0,-5825.0,-7894.0,-7894.0,-2069.0,-6204.0,-13552.0,,4090.0,82.0,3049.0
"NewEleven Gifts for Women, Gift for Her, Mom, Friends, A Year of Promises of God Bible Scripture Memory Verse Cards Set of 52 - Christian, Religious, Inspirational Gifts for Women COG: 3,5 / Price: 9,98",B0DQ42YY8T,2025-07-10,GQ-R013-PDDU,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven Gifts For Him, Her - Valentines' Day Gifts for Men, Women, Boyfriend, Girlfriend, Husband, Wife, Birthday, Couple Presents for Him, Her - 14 Oz Self Stirring Mug COG: 8,66 / Price: 15,99",B0DQ56WTWZ,2025-07-10,Y2-ATI0-B7OL,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gifts For Him, Her - Gift For Men, Dad, Husband, Friend - Thank You, Appreciation, Graduation Present For Men, Boss, Coworker, Teacher - 14 Oz Self Stirring Mug COG: 8,36 / Price: 15,99",B0DQ59YSW3,2025-07-10,YB-7AHW-E7CH,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven 50th Birthday Gifts for Her COG: 2,2 / Price: 4,99",B0DQ8L1DQW,2025-07-10,5L-JJQW-3R4J,,,,,,,,,,,,,,,,,,,,,
"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Christmas Ornaments COG: 2,1 / Price: 9,99",B0DR1SNKVX,2025-07-10,4L-EMQE-OQ2Y,2.0,,1188.0,,,,,,,,-778.0,-42.0,-10.0,-10.0,41.0,-84.0,-238.0,,,6.0,3333.0
"NewEleven Wedding Gifts - Mr and Mrs, Bridal Shower Decorations - Wedding Gifts for Couples 2025, Bride Gift for Friends - Just Married Glass 2025 Ornament COG: 1,81 / Price: 9,99",B0DRT2D2ZB,2025-07-10,GU-M8AT-5NTK,4.0,,2232.0,-56.0,,,,,,,-1524.0,-724.0,-72.0,-72.0,652.0,-323.0,-994.0,,,18.0,2222.0
"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament COG: 1,8 / Price: 9,99",B0DRT3MK34,2025-07-10,87-ARXM-YV1I,8.0,,4752.0,,-419.0,-419.0,,,100.0,18.0,-2832.0,-144.0,-3530.0,-3530.0,-227.0,-7428.0,-24514.0,,8817.0,50.0,1600.0
"NewEleven Teacher Appreciation Gifts For Women, Thank You Gift for Teachers, Inspirational School Teacher Gifts from Students for Birthday, Retirement, Bible Jar For Teachers with 92 Bible Verses COG: 2,33 / Price: 17,98",B0DVSJLHZN,2025-07-10,W1-8IDB-BZ73,,,,,,,,,,,,,,,,,,,,15.0,
"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 2,14 / Price: 16,98",B0DVSKBSWN,2025-07-10,GE-UCH3-MNIE,19.0,,22534.0,,-217.0,-217.0,,,100.0,642.0,-10836.0,-4066.0,6104.0,6104.0,9528.0,2709.0,15012.0,,963.0,245.0,776.0
"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 1,99 / Price: 16,98",B0DVSKXLS5,2025-07-10,UI-VXIT-1YW7,18.0,,24628.0,-66.0,-8259.0,-8259.0,,,,,-9562.0,-3582.0,3159.0,3159.0,6741.0,1283.0,8819.0,,3354.0,342.0,526.0
"NewEleven Class Of 2025 Graduation Gifts For Her, Friends - Funny Master Degree, College Graduation Gifts From Friends And Family - 16 Oz Coffee Glass COG: 2,3 / Price: 9,99",B0DWMZXCZP,2025-07-10,UZ-8P0A-GPKD,5.0,,4245.0,-178.0,-1482.0,-1482.0,,,,,-2783.0,-115.0,-1348.0,-1348.0,-198.0,-3176.0,-11722.0,,3491.0,15.0,3333.0
"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurses - Nurse Appreciation Gifts For Women From Friends, Family And Coworker - 20 Oz Tumbler COG: 3,5 / Price: 12,98",B0DWN2GX75,2025-07-10,P3-U5Q5-Y2JP,5.0,,4995.0,-51.0,-1221.0,-1221.0,,,,,-2506.0,-175.0,-533.0,-533.0,1217.0,-1067.0,-3046.0,,2444.0,30.0,1667.0
