"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"44";"2";"879,12";"";"-165,12";"-165,12";"";"";"";"";"";"4,55";"100";"-31,39";"-327,8";"-144,76";"";"210,05";"210,05";"351,52";"";"23,89";"145,10";"2 818";"18,78";"160";"27,50"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"41";"1";"942,18";"-4,6";"-123,32";"-123,32";"";"";"";"";"";"2,44";"100";"-17,98";"-485,26";"-78,4";"";"232,62";"232,62";"309,06";"";"24,69";"296,71";"10 703";"13,09";"164";"25,00"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"25";"";"499,5";"-25";"-74,36";"-74,36";"";"";"";"";"";"";"-";"";"-181,52";"-89";"";"129,62";"129,62";"218,62";"";"25,95";"145,64";"6 950";"14,89";"130";"19,23"
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"25";"";"574,5";"-2,3";"-126,03";"-126,03";"";"";"";"";"";"";"50";"3,5";"-208,35";"-87,5";"";"153,82";"153,82";"237,82";"";"26,77";"175,79";"14 950";"21,94";"116";"21,55"
"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,59 / Price: 18,98";"B0F13S4HSG";"M7-LMCU-PTYK";"24";"";"455,52";"";"-84,67";"-84,67";"";"";"";"";"";"";"-";"";"-180,91";"-59,57";"";"130,37";"130,37";"189,94";"";"28,62";"218,85";"16 477";"18,59";"192";"12,50"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"19";"";"303,62";"";"-66,8";"-66,8";"";"";"";"";"";"";"100";"5,6";"-144,97";"-53,2";"";"44,25";"44,25";"91,85";"";"14,57";"83,18";"8 883";"22,00";"123";"15,45"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"18";"1";"305,64";"";"-66,33";"-66,33";"";"";"";"";"";"5,56";"100";"-12,74";"-138,78";"-35,82";"";"51,97";"51,97";"85,8";"";"17,00";"145,09";"9 161";"21,70";"95";"18,95"
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"15";"";"239,7";"-3,2";"-41,18";"-41,18";"";"";"";"";"";"";"-";"";"-107,33";"-38,7";"";"49,29";"49,29";"87,99";"";"20,56";"127,36";"24 291";"17,18";"61";"24,59"
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"14";"3";"321,72";"";"-100,31";"-100,31";"";"";"";"";"";"21,43";"-";"-59,82";"-145,88";"-62,72";"";"-47,01";"-47,01";"15,71";"";"-14,61";"-74,95";"15 642";"31,18";"105";"13,33"
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"13";"";"298,74";"";"-40,56";"-40,56";"";"";"";"";"";"";"-";"";"-103,35";"-54,73";"";"100,10";"100,10";"154,83";"";"33,51";"182,90";"20 252";"13,58";"44";"29,55"
