"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"45";"";"1 034,1";"-1,15";"-187,26";"-174,61";"-12,65";"";"";"";"";"";"-";"";"-375,2";"-88,2";"";"382,29";"382,29";"470,49";"";"36,97";"433,44";"9 897";"18,11";"189";"23,81"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"37";"";"739,26";"";"-204,09";"-204,09";"";"";"";"";"";"";"100";"9,87";"-275,6";"-121,73";"";"147,71";"147,71";"259,57";"";"19,98";"121,34";"3 501";"27,61";"154";"24,03"
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"32";"";"735,36";"-5,75";"-214,5";"-214,5";"";"";"";"";"";"";"-";"";"-266,03";"-112";"";"137,08";"137,08";"249,08";"";"18,64";"122,39";"15 256";"29,17";"141";"22,70"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"30";"1";"509,4";"-18,68";"-53,85";"-53,85";"";"";"";"";"";"3,33";"-";"-14,73";"-228,04";"-59,7";"";"134,40";"134,40";"194,1";"";"26,38";"225,13";"11 535";"10,57";"109";"27,52"
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"23";"";"528,54";"";"-116,69";"-116,69";"";"";"";"";"";"";"66,67";"8,96";"-239,66";"-103,04";"";"78,11";"78,11";"172,19";"";"14,78";"75,81";"19 342";"22,08";"123";"18,70"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"22";"";"439,56";"-19";"-94,08";"-94,08";"";"";"";"";"";"";"-";"";"-141,49";"-81,88";"";"103,11";"103,11";"184,99";"";"23,46";"125,93";"6 880";"21,40";"140";"15,71"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"20";"1";"303,62";"";"-53,99";"-53,99";"";"";"";"";"";"5,00";"100";"-11,07";"-144,85";"-56";"";"37,71";"37,71";"90,91";"";"12,42";"67,34";"10 313";"17,78";"90";"22,22"
"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler COG: 4,14 / Price: 22,98";"B08ZRWW1W4";"A6-H1II-ZKFG";"14";"";"321,72";"";"-69,11";"-69,11";"";"";"";"";"";"";"-";"";"-111,36";"-57,96";"";"83,29";"83,29";"141,25";"";"25,89";"143,70";"21 488";"21,48";"67";"20,90"
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98";"B0D7HMXCSP";"UB-TA3P-4YBQ";"14";"";"223,72";"";"";"";"";"";"";"";"";"";"100";"4,99";"-106,78";"-69,86";"";"52,07";"52,07";"116,94";"";"23,27";"74,53";"83 172";"";"82";"17,07"
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 16,98";"B089QFYLFB";"XH-ELQT-PEJ2";"13";"1";"259,74";"-2";"-29,12";"-29,12";"";"";"";"";"";"7,69";"-";"-17,34";"-96,51";"-44,07";"";"70,70";"70,70";"114,77";"";"27,22";"160,43";"11 608";"11,21";"33";"39,39"
