"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"29";"";"579,42";"";"-159,85";"-159,85";"";"";"";"";"";"";"-";"";"-216,04";"-95,41";"";"108,12";"108,12";"203,53";"";"18,66";"113,32";"3 023";"27,59";"145";"20,00"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"27";"";"620,46";"-3,45";"-109,42";"-109,42";"";"";"";"";"";"";"-";"";"-224,75";"-52,92";"";"229,92";"229,92";"282,84";"";"37,06";"434,47";"9 002";"17,64";"143";"18,88"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"17";"";"339,66";"-13";"-88,35";"-88,35";"";"";"";"";"";"";"100";"3,56";"-92,95";"-74,76";"";"74,16";"74,16";"145,36";"";"21,83";"99,20";"6 656";"26,01";"153";"11,11"
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"16";"";"239,7";"-1,6";"-47,01";"-47,01";"";"";"";"";"";"";"-";"";"-107,59";"-41,28";"";"42,22";"42,22";"83,5";"";"17,61";"102,28";"20 670";"19,61";"61";"26,23"
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"15";"";"344,7";"";"-44,44";"-44,44";"";"";"";"";"";"";"-";"";"-119,25";"-63,15";"";"117,86";"117,86";"181,01";"";"34,19";"186,63";"21 282";"12,89";"39";"38,46"
"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass COG: 2,11 / Price: 15,98";"B0DGGDN9WS";"SZ-GAM6-6BB0";"15";"1";"239,7";"-8,79";"-17,62";"-17,62";"";"";"";"";"";"6,67";"-";"-13,87";"-111,47";"-31,65";"";"56,30";"56,30";"87,95";"";"23,49";"177,88";"10 299";"7,35";"59";"25,42"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"15";"";"254,7";"";"-68,79";"-68,79";"";"";"";"";"";"";"";"";"-115,62";"-29,85";"";"40,44";"40,44";"70,29";"";"15,88";"135,48";"10 299";"27,01";"116";"12,93"
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"15";"";"329,7";"";"-64,13";"-64,13";"";"";"";"";"";"";"-";"";"-116,67";"-48,9";"";"100,00";"100,00";"148,9";"";"30,33";"204,50";"3 023";"19,45";"73";"20,55"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"14";"";"223,72";"";"-67,86";"-67,86";"";"";"";"";"";"";"-";"";"-106,8";"-39,2";"";"9,86";"9,86";"49,06";"";"4,41";"25,15";"9 476";"30,33";"96";"14,58"
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card COG: 0,42 / Price: 6,99";"B0FC5SSDXK";"D0-B6A7-C5GP";"12";"";"83,88";"";"-9,91";"-9,91";"";"";"";"";"";"";"-";"";"-41,39";"-5,04";"";"27,54";"27,54";"32,58";"";"32,83";"546,43";"23 085";"11,81";"57";"21,05"
