"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"31";"";"619,38";"";"-143,56";"-143,56";"";"";"";"";"";"";"";"";"-230,95";"-101,99";"";"142,88";"142,88";"244,87";"";"23,07";"140,09";"2 589";"23,18";"150";"20,67"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"21";"1";"482,58";"-1,61";"-88,75";"-88,75";"";"";"";"";"";"4,76";"-";"-18,95";"-175,08";"-41,16";"";"157,03";"157,03";"198,19";"";"32,54";"381,51";"7 112";"18,39";"105";"20,00"
"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,59 / Price: 18,98";"B0F13S4HSG";"M7-LMCU-PTYK";"18";"";"341,64";"-6,26";"-88,95";"-88,95";"";"";"";"";"";"";"";"";"-130,15";"-46,62";"";"69,66";"69,66";"116,28";"";"20,39";"149,42";"16 695";"26,04";"191";"9,42"
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"17";"1";"271,66";"";"-112,09";"-112,09";"";"";"";"";"";"5,88";"-";"-13,87";"-129,71";"-47,6";"";"-31,61";"-31,61";"15,99";"";"-11,64";"-66,41";"8 272";"41,26";"104";"16,35"
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"17";"1";"288,66";"-0,85";"-74,87";"-74,87";"";"";"";"";"";"5,88";"-";"-14";"-130,92";"-33,83";"";"34,19";"34,19";"68,02";"";"11,84";"101,06";"8 297";"25,94";"106";"16,04"
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"15";"";"344,7";"";"-47,37";"-47,37";"";"";"";"";"";"";"-";"";"-119,25";"-63,15";"";"114,93";"114,93";"178,08";"";"33,34";"182,00";"21 508";"13,74";"42";"35,71"
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"15";"";"239,7";"-3,2";"-30,85";"-30,85";"";"";"";"";"";"";"-";"";"-107,33";"-38,7";"";"59,62";"59,62";"98,32";"";"24,87";"154,06";"22 130";"12,87";"60";"25,00"
"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass COG: 2,11 / Price: 15,98";"B0DGGDN9WS";"SZ-GAM6-6BB0";"13";"";"207,74";"-2,4";"-43,24";"-43,24";"";"";"";"";"";"";"-";"";"-97,63";"-27,43";"";"37,04";"37,04";"64,47";"";"17,83";"135,03";"8 297";"20,81";"75";"17,33"
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98";"B08R8PXYL6";"ZG-6MPB-F5JV";"11";"";"219,78";"-9,99";"-45,09";"-45,09";"";"";"";"";"";"";"-";"";"-80,3";"-36,41";"";"47,99";"47,99";"84,4";"";"21,84";"131,80";"9 347";"20,52";"37";"29,73"
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"11";"1";"219,78";"-11";"-140,24";"-140,24";"";"";"";"";"";"9,09";"100";"-12,91";"-77,26";"-39,16";"";"-60,79";"-60,79";"-25,19";"";"-27,66";"-155,23";"6 530";"63,81";"170";"6,47"
